cell,rep,arena,family,variant,size,auroc,floor,overlap,overlap_null,fallback,seconds,error
epr_triviaqa_mistral24b,0,keep,a9_dpp,dpp,18,0.6915819209039548,0.6976655367231638,0.5555555555555556,0.5258611111111111,0,0.0005165636539459229,
epr_triviaqa_mistral24b,0,keep,a9_dpp,dpp.ridge,18,0.6915819209039548,0.6976655367231638,0.5555555555555556,0.5258611111111111,0,0.0005165636539459229,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp.k3,3,0.6805711086226204,0.697269876819709,0.3333333333333333,0.21216666666666667,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp.k4,4,0.6382978723404256,0.6989720044792834,0.25,0.15425,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp.k5,5,0.5567749160134379,0.7168017917133259,0.2,0.13,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp.k6,6,0.6189809630459127,0.7247166853303472,0.16666666666666666,0.10591666666666666,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp.k7,7,0.6550951847704367,0.7188129899216126,0.14285714285714285,0.09035714285714283,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp.k8,8,0.6401455767077268,0.7277267637178052,0.25,0.160125,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp,25,0.7339305711086225,0.7431086226203807,0.44,0.48336000000000007,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,full,a9_dpp,dpp.ridge,25,0.7339305711086225,0.7431086226203807,0.44,0.48336000000000007,0,0.0008202195167541504,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp.k3,3,0.6757558790593505,0.7061769316909293,1.0,0.6311666666666667,0,0.0008941888809204102,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp.k4,4,0.6513437849944009,0.7198253079507279,1.0,0.6435,0,0.0008941888809204102,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp.k5,5,0.6012877939529675,0.7202284434490481,1.0,0.6376,0,0.0008941888809204102,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp.k6,6,0.6552631578947368,0.7237805151175813,0.8333333333333334,0.6320833333333332,0,0.0008941888809204102,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp.k7,7,0.6908174692049271,0.7287995520716686,0.8571428571428571,0.6383571428571428,0,0.0008941888809204102,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp.k8,8,0.6889137737961926,0.7260156774916013,0.875,0.6380625,0,0.0008941888809204102,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp,19,0.7442889137737961,0.7439484882418812,0.5789473684210527,0.6358421052631579,0,0.0008941888809204102,
epr_triviaqa_mistral24b,1,keep,a9_dpp,dpp.ridge,19,0.7442889137737961,0.7439484882418812,0.5789473684210527,0.6358421052631579,0,0.0008941888809204102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp.k3,3,0.56758658008658,0.6804025974025975,0.0,0.15816666666666665,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp.k4,4,0.563582251082251,0.679987012987013,0.0,0.11,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp.k5,5,0.6277597402597402,0.7041428571428571,0.0,0.0914,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp.k6,6,0.6520021645021645,0.7168484848484848,0.0,0.07775,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp.k7,7,0.6606601731601732,0.7114242424242424,0.0,0.06328571428571426,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp.k8,8,0.6379329004329005,0.7224177489177489,0.0,0.11075,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp,25,0.7238636363636364,0.7296190476190476,0.36,0.3445,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,full,a9_dpp,dpp.ridge,25,0.7238636363636364,0.7296190476190476,0.36,0.3445,0,0.0008178949356079102,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp.k3,3,0.6771103896103895,0.6953744588744588,0.3333333333333333,0.4563333333333333,0,0.0006914138793945312,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp.k4,4,0.6612554112554112,0.7034718614718615,0.25,0.45475,0,0.0006914138793945312,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp.k5,5,0.5844155844155844,0.7197445887445886,0.4,0.4588,0,0.0006914138793945312,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp.k6,6,0.6550324675324676,0.7249523809523809,0.5,0.4540833333333334,0,0.0006914138793945312,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp.k7,7,0.6959956709956711,0.72141341991342,0.42857142857142855,0.45521428571428574,0,0.0006914138793945312,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp.k8,8,0.7092532467532467,0.7247294372294373,0.375,0.4546875,0,0.0006914138793945312,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp,19,0.7280844155844156,0.730835497835498,0.47368421052631576,0.4548684210526316,0,0.0006914138793945312,
epr_triviaqa_mistral24b,2,keep,a9_dpp,dpp.ridge,19,0.7280844155844156,0.730835497835498,0.47368421052631576,0.4548684210526316,0,0.0006914138793945312,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp.k3,3,0.5851806239737275,0.679673645320197,0.3333333333333333,0.3775,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp.k4,4,0.5855398193760263,0.7039696223316914,0.5,0.323375,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp.k5,5,0.565938013136289,0.7144950738916256,0.4,0.2883,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp.k6,6,0.5818452380952381,0.721863711001642,0.3333333333333333,0.261,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp.k7,7,0.5941605090311988,0.7195648604269295,0.2857142857142857,0.24414285714285705,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp.k8,8,0.6768267651888341,0.7233559113300494,0.375,0.3226875,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp,25,0.7345545977011495,0.743431855500821,0.64,0.6566799999999999,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,full,a9_dpp,dpp.ridge,25,0.7345545977011495,0.743431855500821,0.64,0.6566799999999999,0,0.0008514523506164551,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp.k3,3,0.6910406403940886,0.7154125615763547,1.0,0.8504999999999999,0,0.0006161630153656006,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp.k4,4,0.6701046798029555,0.7179474548440065,1.0,0.855,0,0.0006161630153656006,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp.k5,5,0.6230500821018061,0.7270730706075532,1.0,0.8511,0,0.0006161630153656006,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp.k6,6,0.6857040229885056,0.7294211822660099,0.8333333333333334,0.8569166666666668,0,0.0006161630153656006,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp.k7,7,0.6798542692939245,0.7350677339901478,0.8571428571428571,0.858,0,0.0006161630153656006,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp.k8,8,0.7105911330049262,0.7346202791461413,0.875,0.858125,0,0.0006161630153656006,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp,18,0.7428674055829229,0.7459893267651888,0.8333333333333334,0.8571666666666667,0,0.0006161630153656006,
epr_triviaqa_mistral24b,3,keep,a9_dpp,dpp.ridge,18,0.7428674055829229,0.7459893267651888,0.8333333333333334,0.8571666666666667,0,0.0006161630153656006,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp.k3,3,0.6788117231155205,0.6470726422625157,0.3333333333333333,0.5098333333333334,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp.k4,4,0.6619911050290797,0.6568548295130573,0.25,0.483625,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp.k5,5,0.5823925191013797,0.6782529364807846,0.4,0.5429,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp.k6,6,0.5831337666780705,0.6771604515908313,0.5,0.51275,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp.k7,7,0.5862698141179153,0.682287604059756,0.42857142857142855,0.49849999999999994,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp.k8,8,0.5788003193066484,0.6852754019842626,0.5,0.5281875,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp,25,0.690158512943323,0.6944623104116775,0.64,0.67006,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,full,a9_dpp,dpp.ridge,25,0.690158512943323,0.6944623104116775,0.64,0.67006,0,0.001145690679550171,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp.k3,3,0.5858706808073897,0.6655969893944577,1.0,0.7386666666666666,0,0.0008841454982757568,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp.k4,4,0.6234462310411677,0.6776302885163645,1.0,0.73975,0,0.0008841454982757568,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp.k5,5,0.6375869540426502,0.6856357623446232,0.8,0.7405,0,0.0008841454982757568,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp.k6,6,0.6224198882426731,0.6809830083247804,0.8333333333333334,0.73725,0,0.0008841454982757568,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp.k7,7,0.5968183373246664,0.6909453757555023,0.8571428571428571,0.7409285714285714,0,0.0008841454982757568,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp.k8,8,0.6269814117915384,0.6960542821302315,0.875,0.7405625,0,0.0008841454982757568,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp,20,0.6977990648876726,0.6993385790854145,0.7,0.7384749999999999,0,0.0008841454982757568,
epr_triviaqa_mistral24b,4,keep,a9_dpp,dpp.ridge,20,0.6977990648876726,0.6993385790854145,0.7,0.7384749999999999,0,0.0008841454982757568,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp.k3,3,0.6110431449310822,0.7730886550852297,0.0,0.2998333333333333,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp.k4,4,0.5897561373460567,0.7806606312698802,0.25,0.267,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp.k5,5,0.6074545306255608,0.7912209444580376,0.2,0.24550000000000005,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp.k6,6,0.7346056602234727,0.7926335535437566,0.16666666666666666,0.29716666666666663,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp.k7,7,0.7514884593426311,0.7970605986461137,0.14285714285714285,0.2807857142857142,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp.k8,8,0.7711442786069651,0.8012201288638774,0.125,0.267625,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp,21,0.8186118587390914,0.8175711605904901,0.5238095238095238,0.4517619047619048,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,full,a9_dpp,dpp.ridge,21,0.8186118587390914,0.8175711605904901,0.5238095238095238,0.4517619047619048,0,0.0006524622440338135,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp.k3,3,0.7781583883859392,0.7958143707691052,0.3333333333333333,0.5648333333333333,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp.k4,4,0.7950411875050974,0.7981893809640322,0.25,0.559875,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp.k5,5,0.7946333904249245,0.7914623603295001,0.2,0.5617000000000001,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp.k6,6,0.8100481200554605,0.7929728407144604,0.3333333333333333,0.56475,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp.k7,7,0.7943887121768208,0.8018204061658919,0.42857142857142855,0.5567142857142857,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp.k8,8,0.8071935404942501,0.8024794062474513,0.375,0.5620625,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp,15,0.8205692847239213,0.8141326156104722,0.6666666666666666,0.5646,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,0,keep,a9_dpp,dpp.ridge,15,0.8205692847239213,0.8141326156104722,0.6666666666666666,0.5646,0,0.0005444586277008057,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp.k3,3,0.5777933832709113,0.74479088639201,0.3333333333333333,0.3088333333333333,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp.k4,4,0.5951935081148565,0.7343851435705367,0.25,0.3055,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp.k5,5,0.6191479400749065,0.7516416978776529,0.2,0.2997,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp.k6,6,0.6608146067415731,0.7616104868913857,0.16666666666666666,0.2965,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp.k7,7,0.7052902621722846,0.7659300873907615,0.2857142857142857,0.30707142857142855,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp.k8,8,0.6935861423220974,0.7676560549313358,0.375,0.3083125,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp,19,0.7728620474406991,0.7811048689138577,0.42105263157894735,0.33563157894736845,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,full,a9_dpp,dpp.ridge,21,0.7729400749063671,0.7803152309612983,0.47619047619047616,0.33835714285714286,0,0.0008354783058166504,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp.k3,3,0.7743445692883895,0.7595911360799,1.0,0.37483333333333324,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp.k4,4,0.7571004993757803,0.7661953807740324,0.75,0.3635,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp.k5,5,0.7645911360799001,0.7643133583021223,0.8,0.36680000000000007,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp.k6,6,0.7598314606741573,0.7673064918851437,0.6666666666666666,0.36666666666666664,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp.k7,7,0.7667759051186018,0.7665605493133583,0.7142857142857143,0.3679285714285714,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp.k8,8,0.767478152309613,0.7699843945068665,0.75,0.363375,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp,13,0.7834737827715357,0.7793913857677903,0.5384615384615384,0.36226923076923084,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,1,keep,a9_dpp,dpp.ridge,15,0.7780118601747814,0.780518102372035,0.5333333333333333,0.36410000000000003,0,0.0009811222553253174,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp.k3,3,0.5980342741935484,0.7748084677419353,0.6666666666666666,0.47916666666666663,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp.k4,4,0.5798051075268817,0.7635013440860214,0.5,0.46825,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp.k5,5,0.6239079301075269,0.7816498655913978,0.4,0.45920000000000005,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp.k6,6,0.6790154569892473,0.7780981182795699,0.3333333333333333,0.456,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp.k7,7,0.7421034946236559,0.7818481182795699,0.42857142857142855,0.4726428571428571,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp.k8,8,0.7732694892473118,0.7927587365591396,0.375,0.486375,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp,20,0.7983030913978495,0.8051848118279571,0.55,0.53685,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,full,a9_dpp,dpp.ridge,21,0.7987231182795699,0.8031922043010752,0.5714285714285714,0.5370238095238095,0,0.0006642043590545654,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp.k3,3,0.7702452956989247,0.7900840053763442,0.6666666666666666,0.5916666666666668,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp.k4,4,0.7686491935483871,0.7942708333333333,0.5,0.5915,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp.k5,5,0.7737735215053763,0.7801108870967741,0.6,0.5858,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp.k6,6,0.797967069892473,0.7943783602150538,0.5,0.5968333333333332,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp.k7,7,0.8034274193548386,0.7888071236559139,0.5714285714285714,0.5875714285714284,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp.k8,8,0.7956989247311828,0.8018111559139786,0.625,0.5905625,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp,14,0.8112399193548387,0.8088676075268816,0.6428571428571429,0.5893928571428572,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,2,keep,a9_dpp,dpp.ridge,14,0.8112399193548387,0.8088676075268816,0.6428571428571429,0.5893928571428572,0,0.0005472004413604736,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp.k3,3,0.7048245614035088,0.8025298245614035,0.3333333333333333,0.3373333333333333,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp.k4,4,0.6983333333333334,0.8213719298245614,0.25,0.30075,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp.k5,5,0.6613157894736842,0.8145122807017543,0.2,0.2674,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp.k6,6,0.7250000000000001,0.8192035087719297,0.3333333333333333,0.3430833333333333,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp.k7,7,0.7685087719298245,0.8321754385964912,0.2857142857142857,0.39478571428571424,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp.k8,8,0.8017543859649123,0.8345122807017544,0.25,0.4275625,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp,20,0.8555263157894738,0.8460070175438597,0.55,0.5364,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,full,a9_dpp,dpp.ridge,21,0.8546491228070175,0.8477719298245614,0.5714285714285714,0.5427142857142857,0,0.0006624460220336914,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp.k3,3,0.8335087719298245,0.8276105263157895,0.6666666666666666,0.7006666666666667,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp.k4,4,0.8335087719298245,0.8318105263157893,0.75,0.695,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp.k5,5,0.8345614035087718,0.8276350877192982,0.8,0.6946000000000001,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp.k6,6,0.847280701754386,0.8181403508771931,0.6666666666666666,0.6995833333333333,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp.k7,7,0.8405263157894737,0.827778947368421,0.5714285714285714,0.6874285714285713,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp.k8,8,0.8496491228070175,0.8335719298245614,0.625,0.6965,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp,15,0.8569298245614035,0.8371649122807017,0.7333333333333333,0.6985333333333332,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,3,keep,a9_dpp,dpp.ridge,16,0.8563157894736843,0.8389157894736842,0.75,0.6945,0,0.0026768147945404053,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp.k3,3,0.671602787456446,0.7689605110336818,0.3333333333333333,0.299,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp.k4,4,0.6030052264808362,0.785156794425087,0.25,0.257125,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp.k5,5,0.6658681765389083,0.8064198606271776,0.2,0.23410000000000003,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp.k6,6,0.7391840882694541,0.8074825783972125,0.16666666666666666,0.22308333333333336,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp.k7,7,0.7028164924506388,0.8160278745644601,0.2857142857142857,0.2057857142857142,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp.k8,8,0.7791085946573751,0.8201451800232289,0.375,0.254625,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp,21,0.8350029036004646,0.8262340301974449,0.42857142857142855,0.4426190476190476,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,full,a9_dpp,dpp.ridge,21,0.8350029036004646,0.8262340301974449,0.42857142857142855,0.4426190476190476,0,0.0014567673206329346,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp.k3,3,0.8101045296167247,0.8200900116144019,0.6666666666666666,0.6011666666666667,0,0.0015861093997955322,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp.k4,4,0.8185249709639953,0.8184785133565622,0.5,0.59225,0,0.0015861093997955322,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp.k5,5,0.8210656213704994,0.8094134727061557,0.4,0.5935999999999999,0,0.0015861093997955322,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp.k6,6,0.8207026713124274,0.8033188153310103,0.5,0.5861666666666666,0,0.0015861093997955322,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp.k7,7,0.8257839721254356,0.8106358885017422,0.5714285714285714,0.5845714285714284,0,0.0015861093997955322,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp.k8,8,0.8310104529616724,0.8066289198606273,0.5,0.5924375,0,0.0015861093997955322,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp,14,0.8368176538908246,0.8249767711962833,0.5,0.5914285714285714,0,0.0015861093997955322,
lapeigvals_gsm8k_llama8b,4,keep,a9_dpp,dpp.ridge,15,0.8363821138211383,0.8203919860627178,0.5333333333333333,0.5906666666666666,0,0.0015861093997955322,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp.k3,3,0.4573189762796504,0.6560549313358303,0.3333333333333333,0.377,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp.k4,4,0.4970349563046193,0.6719850187265918,0.25,0.35975,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp.k5,5,0.6357677902621722,0.6693820224719101,0.4,0.3420000000000001,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp.k6,6,0.690152933832709,0.7048501872659176,0.3333333333333333,0.3425,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp.k7,7,0.387796504369538,0.6897659176029962,0.2857142857142857,0.34078571428571425,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp.k8,8,0.4532615480649188,0.6948377028714107,0.25,0.338625,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp,22,0.7542915106117353,0.7455867665418227,0.4090909090909091,0.3796590909090909,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,full,a9_dpp,dpp.ridge,24,0.7598314606741574,0.7452902621722847,0.4583333333333333,0.38364583333333335,0,0.0007404685020446777,
ars_gsm8k_r1distill8b,0,keep,a9_dpp,dpp.k3,3,0.7222222222222222,0.7091791510611735,0.6666666666666666,0.49616666666666664,0,0.00038760900497436523,
ars_gsm8k_r1distill8b,0,keep,a9_dpp,dpp.k4,4,0.7298689138576779,0.7128027465667915,0.75,0.503875,0,0.00038760900497436523,
ars_gsm8k_r1distill8b,0,keep,a9_dpp,dpp.k5,5,0.7113764044943821,0.6847752808988764,0.6,0.5012,0,0.00038760900497436523,
