id,tier,answer_type,category,has_image
66eaa401c7a3252f0f3fe535,Gold subset,multipleChoice,Math,0
66eaa5ddc7a3252f0f3fe53f,Gold subset,exactMatch,Engineering,0
66eac1d4124e580e615a27dc,Gold subset,multipleChoice,Biology/Medicine,1
66eadaf22b7de7dec0a046bd,Gold subset,multipleChoice,Math,0
66eaf456afe364e4f477b78f,Gold subset,multipleChoice,Humanities/Social Science,0
66eaf9bbb082c5e6a76a49b5,Gold subset,exactMatch,Math,0
66eafb96b082c5e6a76a49c0,Gold subset,multipleChoice,Humanities/Social Science,0
66eb105d5f6e64fbae56b0fe,Gold subset,exactMatch,Math,0
66eb894e6feeaea27b557782,Gold subset,multipleChoice,Computer Science/AI,0
66ebefa090db075818df99a9,Gold subset,multipleChoice,Humanities/Social Science,0
66ec3eb19c00ffe17adfde9f,Gold subset,multipleChoice,Humanities/Social Science,0
66ec8ab4b489956467209e0c,Gold subset,exactMatch,Engineering,0
66ed2fb252c07b4611580699,Gold subset,exactMatch,Math,0
66ed3c5dae789e6253eedddd,Gold subset,exactMatch,Other,0
66ed3e7cd841eb51a985ca7f,Gold subset,exactMatch,Math,0
66ed49b5f7d32ce7859d1f48,Gold subset,exactMatch,Other,1
66ed4b33edca8147396f87f4,Gold subset,exactMatch,Other,1
66ed5611d94c2fb87ded8826,Gold subset,exactMatch,Other,0
66ed58561d24f687ee9b06bb,Gold subset,multipleChoice,Math,1
66ed5e6a1d24f687ee9b06d1,Gold subset,exactMatch,Math,0
66ed5f1e85adbeda9f978022,Gold subset,multipleChoice,Other,0
66ed80da7c4ab15ec9270e94,Gold subset,exactMatch,Math,0
66ed93471cbe5da13351cd67,Gold subset,exactMatch,Computer Science/AI,0
66edb74f98f720a96783bd0e,Gold subset,exactMatch,Math,0
66edc60801af2a724035ad4b,Gold subset,multipleChoice,Biology/Medicine,0
66edd857a0ffa4c025458242,Gold subset,exactMatch,Other,0
66ee1745f77f20ac4db1fd7b,Gold subset,exactMatch,Engineering,0
66eeea0187ec4a6a04092e78,Gold subset,exactMatch,Computer Science/AI,0
66ef0afb2bfc879851eeb93f,Gold subset,exactMatch,Computer Science/AI,0
66ef3de8b8a1ba6e0ba23498,Gold subset,multipleChoice,Biology/Medicine,0
66ef5d6513bb3ffb31829b6f,Gold subset,multipleChoice,Biology/Medicine,1
66efa01e327e4a95dc760d01,Gold subset,multipleChoice,Biology/Medicine,0
66efd054c04acd134cc4bb36,Gold subset,exactMatch,Math,0
66f0247d8777dcd82dba8253,Gold subset,exactMatch,Computer Science/AI,0
66f02d3f022a2fa8918f215c,Gold subset,exactMatch,Engineering,1
66f0ed63707a9da209d68e4f,Gold subset,exactMatch,Math,0
66f20ebbe54b6b68fc3062d3,Gold subset,exactMatch,Math,0
66f25c95da5074d064015c54,Gold subset,exactMatch,Math,0
66f275c6e2a2b5d3594eae87,Gold subset,exactMatch,Computer Science/AI,0
66f27d65a40482f6012a4006,Gold subset,multipleChoice,Humanities/Social Science,0
66f2b236b1d41433f8a4edea,Gold subset,exactMatch,Other,0
66f2e7d9384d43333482ba75,Gold subset,exactMatch,Humanities/Social Science,0
66f319f205629941be821347,Gold subset,exactMatch,Math,0
66f358d4cdd3ce36208e23ca,Gold subset,exactMatch,Math,0
66f378a504165ae3e4f46de9,Gold subset,multipleChoice,Physics,0
66f3ee4cd1c77d20ca3338c1,Gold subset,exactMatch,Math,0
66f44382e369fb72959c8e86,Gold subset,exactMatch,Other,0
66f472d2e4b80835fd2a01bb,Gold subset,exactMatch,Math,0
66f47471bba0ce38e1ca559f,Gold subset,multipleChoice,Humanities/Social Science,0
66f4a7ba439f15c2c0752479,Gold subset,exactMatch,Math,0
66f4aa5df382ae9214c8dc9b,Gold subset,exactMatch,Computer Science/AI,0
66f52a03c518a8eba1cf963e,Gold subset,exactMatch,Math,0
66f57a7e9f9308128679f668,Gold subset,multipleChoice,Biology/Medicine,0
66f5e796acadd55c11fb11f5,Gold subset,exactMatch,Math,0
66f647ec6b41277283a0813c,Gold subset,exactMatch,Math,0
66f6743f2db0dfd3e0b594e7,Gold subset,exactMatch,Biology/Medicine,0
66f6b73a1b586571e550784f,Gold subset,exactMatch,Math,0
66f864c8f7c10f2d2ba396df,Gold subset,multipleChoice,Computer Science/AI,0
66f86bbb27a30cecdc2d6c7e,Gold subset,multipleChoice,Physics,0
66f88d96e4deeaf4670af95d,Gold subset,multipleChoice,Biology/Medicine,1
66f9912f9912b9571e291d0a,Gold subset,exactMatch,Math,0
66f9a1ed4f798b651f6d3c8e,Gold subset,exactMatch,Math,0
66faccfb44cb2f3b0e1be0ff,Gold subset,multipleChoice,Biology/Medicine,0
66fb8135483861eb2d0252a3,Gold subset,exactMatch,Math,0
66fbe64df560b62458a7b6a1,Gold subset,exactMatch,Computer Science/AI,0
66fc1cc8c935ad838247482b,Gold subset,exactMatch,Biology/Medicine,1
66fc2bf8b7405dff90941948,Gold subset,multipleChoice,Biology/Medicine,1
66fc45034293a9638d7e0f47,Gold subset,exactMatch,Physics,0
66fc462f9546a49018698bf6,Gold subset,multipleChoice,Humanities/Social Science,1
66fc4dc04293a9638d7e0f65,Gold subset,exactMatch,Humanities/Social Science,0
66fc539cfb0c1cf50794a0e2,Gold subset,exactMatch,Math,0
66fc564eae059175d7cc3244,Gold subset,exactMatch,Chemistry,0
66fc5d63d90ebe461bfd0cab,Gold subset,multipleChoice,Engineering,1
66fc5e611f5f3f3b48ae9566,Gold subset,multipleChoice,Biology/Medicine,0
66fc5ed440e3b3e56869687f,Gold subset,exactMatch,Physics,0
66fc698fd90ebe461bfd0cc4,Gold subset,exactMatch,Humanities/Social Science,0
66fc7aff818e0b579ee95856,Gold subset,multipleChoice,Biology/Medicine,1
67aacfd513ec9e1a16359d51,Gold subset,exactMatch,Engineering,0
66fc8353c9752085eff2c8c0,Gold subset,exactMatch,Math,0
66fc89ce455038a48ed359e4,Gold subset,multipleChoice,Biology/Medicine,0
66fc8b271d39fbf6d8bcdd0c,Gold subset,exactMatch,Biology/Medicine,0
66fc8d96b315bda762372081,Gold subset,multipleChoice,Other,1
66fc9bdb1dbb3f522c0ee579,Gold subset,exactMatch,Math,0
66fcc286eab6d512704d96af,Gold subset,multipleChoice,Humanities/Social Science,0
66fccb32baca958eff49a086,Gold subset,exactMatch,Humanities/Social Science,0
66fce56c8585e7734661a9c7,Gold subset,exactMatch,Math,0
66fcf077c494ec3fe0ed5635,Gold subset,multipleChoice,Other,0
66fcf48f6da31bbbe3d17e72,Gold subset,multipleChoice,Math,0
66fd166eda2dbed1f5cc240b,Gold subset,exactMatch,Math,0
66fd596216bd2158748fda21,Gold subset,exactMatch,Math,0
66fe3e4d6a914e1ed9d8c32e,Gold subset,exactMatch,Math,0
66fe998c6a6869f258841e99,Gold subset,multipleChoice,Chemistry,1
66fea0c4cb66b0e85c55ee52,Gold subset,exactMatch,Math,0
66febb7d2cb8fd8d04bcce70,Gold subset,multipleChoice,Engineering,1
66fec7825e6051260840e060,Gold subset,exactMatch,Chemistry,0
66ff063787bfb80443d02df6,Gold subset,multipleChoice,Biology/Medicine,0
66ff31e8c604a3a87b0cdf62,Gold subset,exactMatch,Computer Science/AI,0
66ff63baefbb8fab439cda6d,Gold subset,exactMatch,Humanities/Social Science,0
66ffaae1068d942d32104650,Gold subset,multipleChoice,Math,0
66ffcfa0864258b2f971a80c,Gold subset,multipleChoice,Math,0
670043f1cc1f72ec327be033,Gold subset,exactMatch,Math,0
6700aa576c5c0e0d48330ad1,Gold subset,exactMatch,Math,0
6700ad650f36eb474047ca29,Gold subset,exactMatch,Math,0
6700b20cfa64315ed5204e5d,Gold subset,exactMatch,Math,0
670130313d571f9c39e1bea1,Gold subset,exactMatch,Math,0
67015d62777a275ca50eb18b,Gold subset,multipleChoice,Humanities/Social Science,0
6701638aed23f06e44f0e6b8,Gold subset,exactMatch,Biology/Medicine,0
6701a951f96e98d9d4df3e02,Gold subset,multipleChoice,Math,0
6701c34caf50fa52ed36ff06,Gold subset,exactMatch,Computer Science/AI,0
6701c3cb38b706939b30cb0b,Gold subset,exactMatch,Biology/Medicine,0
6701d2675f6691877f264511,Gold subset,exactMatch,Other,0
6701de16d9e4cd1aa812414b,Gold subset,multipleChoice,Biology/Medicine,0
670205330fb89862bc1d87d2,Gold subset,exactMatch,Math,0
6702780d39fbddbbfdaffdf0,Gold subset,exactMatch,Math,0
67035991b36b22d6c2f535bc,Gold subset,exactMatch,Math,0
67038476397cc8defc4de8ff,Gold subset,multipleChoice,Computer Science/AI,0
6703a3c04a760324b0e15a30,Gold subset,exactMatch,Math,0
67041442aa877e548ccdc28d,Gold subset,exactMatch,Math,1
6704465caf0a436d92c65160,Gold subset,exactMatch,Physics,0
670489fcedc6951c9585de8f,Gold subset,exactMatch,Engineering,0
6705022feb89a47d12541a36,Gold subset,exactMatch,Math,0
67055b15222ba55ab0b88431,Gold subset,exactMatch,Humanities/Social Science,0
6705b383652e52e4bf7ee416,Gold subset,exactMatch,Math,0
6705b7c94ae9f2994dfaca33,Gold subset,exactMatch,Math,0
67061eb7f88d4fc2d2f8402a,Gold subset,exactMatch,Math,0
670620323fd82754d2f4cc7c,Gold subset,exactMatch,Humanities/Social Science,0
670663d687c53b9e6fa1dc8f,Gold subset,exactMatch,Math,0
6706bda4cdc5e37f6814fc00,Gold subset,multipleChoice,Computer Science/AI,0
6706c88503718618700edfbc,Gold subset,multipleChoice,Math,0
67073a60c033e34a5d675f2e,Gold subset,exactMatch,Math,0
6707425209b8f334446ed3e2,Gold subset,exactMatch,Physics,0
6707791ed9cad1c3863ce734,Gold subset,multipleChoice,Chemistry,1
6707b8b6700263d6945e7b18,Gold subset,exactMatch,Math,0
6707b9264ea1e7c28b6169bc,Gold subset,exactMatch,Computer Science/AI,0
6707d229ce18c3c60d66c712,Gold subset,exactMatch,Physics,0
67082afe09cbab4e7c6f62aa,Gold subset,multipleChoice,Computer Science/AI,0
6708336666bc940886b27312,Gold subset,multipleChoice,Math,0
67083574e919041d86ac83d0,Gold subset,exactMatch,Biology/Medicine,1
67083d00236665f36be9e56c,Gold subset,exactMatch,Biology/Medicine,1
670872c2f1b4c3641356feb0,Gold subset,exactMatch,Chemistry,0
670880520ed68fbdc467064e,Gold subset,exactMatch,Chemistry,0
6708862963c4d58d76c98746,Gold subset,exactMatch,Math,0
67099b940109535a956a14ab,Gold subset,exactMatch,Humanities/Social Science,0
6709a557139851f6bbbd7a5a,Gold subset,multipleChoice,Humanities/Social Science,0
670a45a0e9cd3ee2e2e3932e,Gold subset,exactMatch,Math,0
670aa3e255f3b29ec899f979,Gold subset,multipleChoice,Humanities/Social Science,0
670ac833100f122e792a23af,Gold subset,exactMatch,Computer Science/AI,1
670ad3408b8d4b3af783d31a,Gold subset,exactMatch,Math,0
670b307567eb710437409184,Gold subset,exactMatch,Other,0
670bcb222407af9de8866eda,Gold subset,multipleChoice,Math,0
670c064227c257620553cc04,Gold subset,exactMatch,Computer Science/AI,0
670c1e0e47efd46fbe476752,Gold subset,exactMatch,Other,0
670c47e5a1a7d61748daa200,Gold subset,exactMatch,Math,0
670c83ba4aece479236947cb,Gold subset,multipleChoice,Biology/Medicine,0
670c8b10148f2a113537c8f6,Gold subset,multipleChoice,Math,0
670ca1456731aa001b9ba021,Gold subset,exactMatch,Humanities/Social Science,0
670d5ce6d57c80b4d4090cb4,Gold subset,multipleChoice,Biology/Medicine,0
670d72c4940c45ae0e301c02,Gold subset,multipleChoice,Computer Science/AI,0
670dbfc042e55f85b247ba49,Gold subset,exactMatch,Math,0
670dc30acfd3fc87a109a91e,Gold subset,exactMatch,Math,0
670dc5bf47457fb431224bbc,Gold subset,exactMatch,Computer Science/AI,0
670dc75dcfd3fc87a109a929,Gold subset,exactMatch,Math,0
670df2e172288739ca35e0e1,Gold subset,exactMatch,Math,0
670e00c1289a73b5d2b75215,Gold subset,exactMatch,Computer Science/AI,0
670e88d674a7c40e93dd1a5c,Gold subset,exactMatch,Physics,0
670e92583011a5b80bfb6c60,Gold subset,multipleChoice,Math,0
670e9d6f5c8f745d79e8d8d1,Gold subset,exactMatch,Math,0
670eb27fd2f45b1198c87766,Gold subset,exactMatch,Engineering,0
670ecbd2db2399d5b657405a,Gold subset,multipleChoice,Humanities/Social Science,1
670edc9dbddc0cfe673272c8,Gold subset,multipleChoice,Chemistry,0
670eeb9c997568ed4298871e,Gold subset,exactMatch,Math,0
670f00dc79750a6c73259f4d,Gold subset,multipleChoice,Biology/Medicine,0
670f241acb7ead88385e0ca0,Gold subset,multipleChoice,Math,0
670f289fb671096a201efee4,Gold subset,multipleChoice,Biology/Medicine,0
670f2b7eeab97e29672ae77f,Gold subset,multipleChoice,Chemistry,1
670f39dc1dcaeb830ff6231f,Gold subset,multipleChoice,Humanities/Social Science,0
670f511063b765ce8edde772,Gold subset,exactMatch,Biology/Medicine,0
670fb58f2ca6bea76e9354a7,Gold subset,multipleChoice,Humanities/Social Science,0
670fe86a7e294dc6ad20c1ba,Gold subset,exactMatch,Physics,0
6710017a946969cdfd9a302c,Gold subset,exactMatch,Biology/Medicine,1
6711751e42ab43fd77c2507b,Gold subset,exactMatch,Math,0
67120c351f4769bcbeaadd5a,Gold subset,exactMatch,Math,0
67127dbf0d05bc73fc008e02,Gold subset,exactMatch,Other,0
67129bdccb99523d3a2b98d4,Gold subset,exactMatch,Math,0
6712a11465fc44ae631f703d,Gold subset,multipleChoice,Computer Science/AI,0
6712cb17bd5e662205bd00c0,Gold subset,exactMatch,Chemistry,1
671323607fc02cf5cce975a5,Gold subset,exactMatch,Math,0
67136bf495e840a8db703aee,Gold subset,exactMatch,Math,0
6713cedd6978edcd74f82863,Gold subset,exactMatch,Physics,0
6714762c3a4d759a624154ff,Gold subset,exactMatch,Math,1
67151b015fc8ee8feaa3538c,Gold subset,exactMatch,Chemistry,0
67154c094650e5ddd384d861,Gold subset,multipleChoice,Math,0
671567cd87cd585dc9f613db,Gold subset,multipleChoice,Computer Science/AI,0
671579d27c48af0286fef21b,Gold subset,multipleChoice,Math,0
671590d09f939ab157188104,Gold subset,exactMatch,Humanities/Social Science,0
67159ba681c3e7e7c65b2e09,Gold subset,exactMatch,Math,0
6715a17ddf8f7209e373b9b0,Gold subset,exactMatch,Other,0
6715beb7b3287d3dd4db03e6,Gold subset,multipleChoice,Humanities/Social Science,0
67161821736eae9fe5949bd2,Gold subset,multipleChoice,Other,1
67161c234a4190fbded30b8f,Gold subset,multipleChoice,Other,1
67162253433b031688b08f47,Gold subset,multipleChoice,Other,0
6716260eae3149088ed859b9,Gold subset,exactMatch,Other,0
671683479e5d26a2905120dc,Gold subset,exactMatch,Other,0
67169465a4566d624a446240,Gold subset,exactMatch,Math,0
67169906187dc7ac4a7ae1a8,Gold subset,multipleChoice,Physics,0
6716a8d3571bba1c8889e6ee,Gold subset,multipleChoice,Other,1
6716afcdb8bcd4d88c34cd1d,Gold subset,multipleChoice,Math,0
6716fafe2a8d9330a7f89ee5,Gold subset,multipleChoice,Other,0
67d49da91dfc5429adf8e0fc,Gold subset,exactMatch,Math,0
67172e73e42c7644e4f00e1f,Gold subset,exactMatch,Math,0
67179df13b2ae86833ab4b0f,Gold subset,exactMatch,Math,0
6717a17cd1f6e4b18387d6c9,Gold subset,exactMatch,Math,0
6717a3b32bfc3643c75ac338,Gold subset,exactMatch,Math,0
6717b2e1961c5de74922e610,Gold subset,exactMatch,Computer Science/AI,1
6717cc3a4d6b1e71cab9bc8c,Gold subset,exactMatch,Math,0
6717cfeee8995e9e60504f33,Gold subset,exactMatch,Math,0
6717dd24e8666ff79cdd82b0,Gold subset,multipleChoice,Computer Science/AI,0
671805c78b88f01935b58255,Gold subset,multipleChoice,Computer Science/AI,0
6718161735872f2136bcfc88,Gold subset,exactMatch,Math,0
6718577ca88093a75026b186,Gold subset,multipleChoice,Humanities/Social Science,0
6718d2c20bcda71f53b0fe55,Gold subset,exactMatch,Math,0
671906908b9cbfc7b2fd972c,Gold subset,multipleChoice,Computer Science/AI,0
67191b3025b51504c14dd870,Gold subset,multipleChoice,Math,0
67192b9472c6fd14e759e369,Gold subset,exactMatch,Computer Science/AI,0
67192d7e0fa7bca6462f63a9,Gold subset,exactMatch,Computer Science/AI,0
671963d90f87e9920aff9d11,Gold subset,multipleChoice,Computer Science/AI,0
6719c737e08d3c6d7fa52736,Gold subset,multipleChoice,Computer Science/AI,0
6719f92b62a994eccd9f964b,Gold subset,exactMatch,Computer Science/AI,0
671a246d8479d8185c4d4435,Gold subset,exactMatch,Physics,0
671a30c82ca56817dc566f69,Gold subset,multipleChoice,Other,0
671a567961c380782c9eea17,Gold subset,exactMatch,Engineering,0
671ad37634dde826ba049e91,Gold subset,exactMatch,Computer Science/AI,0
671ad72c9fdc33c08a784b3a,Gold subset,multipleChoice,Biology/Medicine,1
671ada4eed3d54e87368bc78,Gold subset,exactMatch,Math,0
671adfc8fa568baec778580e,Gold subset,multipleChoice,Math,0
671ae4d6fa568baec7785817,Gold subset,exactMatch,Math,0
671aee77ed3d54e87368bc9a,Gold subset,multipleChoice,Math,0
671b0951bbaaf02d2647783f,Gold subset,exactMatch,Chemistry,1
671b5c079296c3d8d76aaac8,Gold subset,exactMatch,Computer Science/AI,1
671ba19847e34cf4ed747b2d,Gold subset,exactMatch,Math,0
671ba37748e8f0ee7ea87318,Gold subset,exactMatch,Math,1
671ba7b447e34cf4ed747b30,Gold subset,exactMatch,Engineering,0
671bb1348b80a27571baf0d3,Gold subset,exactMatch,Physics,0
671bbb559a1f658e2a088aa8,Gold subset,exactMatch,Computer Science/AI,0
671bc0c855449c636f4bbd36,Gold subset,multipleChoice,Chemistry,0
671bdb372bb31d345b269f7d,Gold subset,exactMatch,Math,0
671bf8222181bed4e29b4e71,Gold subset,exactMatch,Math,0
671c6a1aacee876e82d4bc0e,Gold subset,multipleChoice,Humanities/Social Science,0
671ca19384c08d69293fb118,Gold subset,exactMatch,Math,0
671d3ffb3e2d1926f04e94f0,Gold subset,exactMatch,Other,0
671d4dc4a37bbf6a4bccbd9e,Gold subset,multipleChoice,Math,0
67955d8d28dc0cc835a5c3c1,Gold subset,exactMatch,Math,0
671d6502b996cf9936d1afd0,Gold subset,exactMatch,Engineering,0
671d6a90bdac50eb5e8d8e86,Gold subset,exactMatch,Math,0
671d97e729e7fde7166e4743,Gold subset,multipleChoice,Engineering,0
671d999f18a4da3122fd2118,Gold subset,exactMatch,Chemistry,0
671da0bbbb27b8f41a423e7c,Gold subset,exactMatch,Biology/Medicine,1
671dacdd355c956ce7de5aa5,Gold subset,exactMatch,Biology/Medicine,1
671db218fe1146e348ef1266,Gold subset,exactMatch,Chemistry,0
671dc1300e30fa8a7d64db58,Gold subset,exactMatch,Math,0
671dc2145167d65f41c86c58,Gold subset,multipleChoice,Math,0
671df0f391a438f6811f5133,Gold subset,exactMatch,Math,1
671dfc4d348d6bb4709de947,Gold subset,exactMatch,Math,0
671e1b4b32a23f6634d70269,Gold subset,exactMatch,Math,0
671e4c2e88c7438591f287ae,Gold subset,exactMatch,Math,0
671e8d8879b410d671a7d702,Gold subset,exactMatch,Chemistry,1
671e91503152969a09cb5ef8,Gold subset,exactMatch,Computer Science/AI,0
671ebaf92a7c16b748fd2709,Gold subset,exactMatch,Humanities/Social Science,0
671eeb53c1a668a6c81e5993,Gold subset,multipleChoice,Engineering,0
671ef4bd6edc2afd6995897b,Gold subset,multipleChoice,Engineering,0
671f083dc8da11076ce9960e,Gold subset,multipleChoice,Biology/Medicine,0
671f0c2578ab3005e439aeba,Gold subset,multipleChoice,Biology/Medicine,0
671f1b5bf1d35a8b2b3b9756,Gold subset,exactMatch,Math,0
671f1f0bb0b665acec70c3aa,Gold subset,multipleChoice,Physics,0
671f1f4ae38f776acdad8a77,Gold subset,multipleChoice,Math,0
671f20c0e38f776acdad8a7d,Gold subset,exactMatch,Biology/Medicine,1
671f2b0ee38f776acdad8aa1,Gold subset,multipleChoice,Biology/Medicine,0
671f2c7debcbc34ccb44613b,Gold subset,multipleChoice,Biology/Medicine,1
671f2d69e38f776acdad8aa2,Gold subset,exactMatch,Biology/Medicine,1
671f2ef26e387421216121c3,Gold subset,exactMatch,Biology/Medicine,1
671f3099aba024667b883603,Gold subset,multipleChoice,Biology/Medicine,1
671f3821d579cf064f22d3bd,Gold subset,multipleChoice,Other,0
671f39dcd579cf064f22d3c1,Gold subset,multipleChoice,Biology/Medicine,0
671f3c368a33df76faeb71f3,Gold subset,exactMatch,Math,0
671f3d49d579cf064f22d3ce,Gold subset,exactMatch,Other,0
671f40348b7ca154256661c6,Gold subset,multipleChoice,Biology/Medicine,0
671f449c879059a81a74468c,Gold subset,multipleChoice,Other,0
671f54e6a9349689d3eb65ff,Gold subset,exactMatch,Math,0
671f584591addf76ff2eb254,Gold subset,exactMatch,Biology/Medicine,1
671f5ef82709f18025c61f15,Gold subset,exactMatch,Biology/Medicine,1
671f612d12bc18b3bf57dd89,Gold subset,exactMatch,Math,0
671f7f334db66145d9e41f1f,Gold subset,multipleChoice,Physics,0
671f887676b11ce91b2887ce,Gold subset,exactMatch,Math,0
671f8a0781665b519321d818,Gold subset,exactMatch,Physics,0
671f8aa5e8fbfa3cf02ce3b6,Gold subset,exactMatch,Computer Science/AI,0
671f99152e60076c5693554f,Gold subset,exactMatch,Math,0
671fb0b7298c0d11670fc561,Gold subset,exactMatch,Engineering,0
671fb4ddf2a13c812068cdd7,Gold subset,exactMatch,Computer Science/AI,0
671fb84fc6abf8266c1892c8,Gold subset,exactMatch,Math,0
671fc9508c7c5056012df16a,Gold subset,multipleChoice,Other,0
671fc9d46c5d3903234cd391,Gold subset,multipleChoice,Other,0
672005f73e7f561778c0c647,Gold subset,multipleChoice,Other,1
67200b2f79e871b075407673,Gold subset,exactMatch,Engineering,1
672068b61177432c7e500289,Gold subset,exactMatch,Math,0
67206ac2f58a25138266a375,Gold subset,exactMatch,Math,0
67208d2f5241ba1dad593bf5,Gold subset,exactMatch,Math,0
67209100563d776c82113dba,Gold subset,multipleChoice,Other,0
67209ea05425611553f598c7,Gold subset,exactMatch,Math,0
6720c0cd083a628a849fcb51,Gold subset,multipleChoice,Other,0
6720ca4b696f86db458bcfe9,Gold subset,exactMatch,Math,0
6720cf9caa0f927c36a3eb71,Gold subset,exactMatch,Math,0
67210e0b44a741b2fde3c609,Gold subset,exactMatch,Math,0
67211367482789b0dc078880,Gold subset,exactMatch,Math,0
6721545d3f8c49e613c94fac,Gold subset,exactMatch,Math,0
672159ba5e72a826f1dcf4d6,Gold subset,exactMatch,Computer Science/AI,0
67216f0abddbccdce9955e93,Gold subset,exactMatch,Math,0
6721767ddb8105efc71a7d1b,Gold subset,exactMatch,Physics,0
672179e4c8cc0ac89395e8d0,Gold subset,multipleChoice,Biology/Medicine,0
67217fba262eafa82562cc2c,Gold subset,multipleChoice,Other,0
6721a42269600ecb23a3e623,Gold subset,exactMatch,Math,0
6721ad631648dda151c2a7ec,Gold subset,multipleChoice,Other,0
6721c8e11b5a8e4cb0e9079b,Gold subset,multipleChoice,Humanities/Social Science,0
6721fd0afec540182190e310,Gold subset,exactMatch,Math,0
672200467408db93b36cfd02,Gold subset,exactMatch,Math,0
6722084fdcce66512a82d9f4,Gold subset,exactMatch,Math,0
67220ac44337b6721108bf83,Gold subset,exactMatch,Math,0
67222f4b0f0526aefdf441ff,Gold subset,exactMatch,Math,0
67223ac0ca7acfa01f38c284,Gold subset,exactMatch,Biology/Medicine,0
67223f9b0f0526aefdf4421b,Gold subset,exactMatch,Math,0
67225b0a9e5897be2aec5257,Gold subset,multipleChoice,Physics,0
67227aaf9679954247c9c0ad,Gold subset,exactMatch,Engineering,1
672285d7e604c7c1efbd6af3,Gold subset,exactMatch,Computer Science/AI,0
67228eb808748295331b3dfb,Gold subset,exactMatch,Math,0
6722ac9945d2a9b39caeedd7,Gold subset,exactMatch,Humanities/Social Science,0
6722b01f7f84054950978f69,Gold subset,exactMatch,Biology/Medicine,0
6722b1f9f3a489ee08117730,Gold subset,multipleChoice,Biology/Medicine,0
672302bdbc9e7202ad89ccd3,Gold subset,exactMatch,Physics,0
672302db3fe7fa5018b75c16,Gold subset,multipleChoice,Computer Science/AI,0
672309a572e4abc960be3774,Gold subset,multipleChoice,Computer Science/AI,0
67230d6e736f03c0e4c1adee,Gold subset,exactMatch,Physics,0
67233a00f0e8cb183f7c3df3,Gold subset,multipleChoice,Other,1
67234ef248728bb7e8175bf2,Gold subset,exactMatch,Math,0
67235bc3c0ae8158005244a9,Gold subset,exactMatch,Math,0
672368e4c08f59acd19d8353,Gold subset,multipleChoice,Humanities/Social Science,0
67238a4a22fbf3820373cb44,Gold subset,multipleChoice,Other,0
67238cd54b5264ad52901059,Gold subset,multipleChoice,Biology/Medicine,1
67239d8e02ee3ca40bc2034a,Gold subset,exactMatch,Math,0
6723a613f747d32c6b0b65dc,Gold subset,multipleChoice,Chemistry,0
6723ac21af0a31f10468be05,Gold subset,multipleChoice,Computer Science/AI,0
