source_id,population_id,cell_id,slice_id,metric_id,value,ci_low,ci_high,n_rows,n_groups,notes
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,302,,,302,302,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,540,,,540,540,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_GAIN,prediction_flip_count,40,,,40,40,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LATERAL,prediction_flip_count,154,,,154,154,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LOSS,prediction_flip_count,53,,,53,53,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,304,,,304,304,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,449,,,449,449,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_GAIN,prediction_flip_count,26,,,26,26,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LATERAL,prediction_flip_count,93,,,93,93,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LOSS,prediction_flip_count,34,,,34,34,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,292,,,292,292,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,555,,,555,555,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_GAIN,prediction_flip_count,41,,,41,41,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LATERAL,prediction_flip_count,139,,,139,139,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LOSS,prediction_flip_count,56,,,56,56,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,278,,,278,278,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,486,,,486,486,exact deterministic candidate-versus-top-ten transition count
scatter::first_error_exact_delta,current_common_eight_qwen,aggregate,versus_atomic_top10,first_error_exact_delta,-0.006508301458311272,-0.017628832220841717,0.004477190544172457,6800,3400,paired component delta versus atomic top-ten
scatter::clean_abstention_delta,current_common_eight_qwen,aggregate,versus_atomic_top10,clean_abstention_delta,-0.00628726935729973,-0.014860744324469497,0.0021526162136235225,6800,3400,paired component delta versus atomic top-ten
