variant_id,gate_id,observed,threshold,direction,passed,status,evidence_status,notes
C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,-0.008933042181043016,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,-0.026168012098500747,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,2,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_WORST_CELL,-0.033950950597556206,>=-0.02,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_EXACT_ERROR,-0.013126396504677118,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,0.0033185840707965486,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
C2_ENT_SWADAPT,C2_ENT_SWADAPT_FINAL_PROMOTION,false,eligible and all hard/primary/component gates pass,contract,false,COMPLETE,DEVELOPMENT,final atomic decision after full multiplicity closure
C3_ENT_CCUSUM,P2A_SCORE_FREEZE_COMPLETE,8,8 cells,contract,true,COMPLETE,DEVELOPMENT,reference and candidate scores froze before labels; raw status=PASS
C3_ENT_CCUSUM,P2A_LABEL_FIREWALL,labels opened after score freeze,no fit-side labels or targets,contract,true,COMPLETE,DEVELOPMENT,all transforms and fusion are target-free; raw status=PASS
C3_ENT_CCUSUM,P2A_TOP10_LOCAL_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten local alias; raw status=PASS
C3_ENT_CCUSUM,P2A_TOP10_COMBINED_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten combined alias; raw status=PASS
C3_ENT_CCUSUM,C3_ENT_CCUSUM_SUFFIX_INVARIANCE,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,fixed-map prefix replay; raw status=PASS
C3_ENT_CCUSUM,C3_ENT_CCUSUM_WORST_CELL_HARD_BOUND,-0.054243224237180365,>=-0.03,contract,false,COMPLETE,DEVELOPMENT,minimum across both required comparators; raw status=HARD_FAIL
C3_ENT_CCUSUM,C3_ENT_CCUSUM_PROMOTION_ELIGIBILITY,false,registered promotion-eligible branch,contract,false,COMPLETE,DEVELOPMENT,diagnostic amendment after exact-parent hard failure; raw status=NOT_ELIGIBLE
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,-0.03218707643433638,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus P2A_TOPK10_REFERENCE
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,-0.05225369136158961,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus P2A_TOPK10_REFERENCE
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,0,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus P2A_TOPK10_REFERENCE
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_P2A_TOPK10_REFERENCE_WORST_CELL,-0.054243224237180365,>=-0.02,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus P2A_TOPK10_REFERENCE
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,-0.02562186744996056,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus P2A_TOPK10_REFERENCE
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,-0.039426279229625716,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus P2A_TOPK10_REFERENCE
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,-0.02021282901330812,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus R1_ENTROPY_TOP5
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,-0.038917328519301374,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus R1_ENTROPY_TOP5
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,0,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus R1_ENTROPY_TOP5
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_R1_ENTROPY_TOP5_WORST_CELL,-0.03082730244912829,>=-0.02,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus R1_ENTROPY_TOP5
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_R1_ENTROPY_TOP5_EXACT_ERROR,-0.017127965838746623,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus R1_ENTROPY_TOP5
C3_ENT_CCUSUM,C3_ENT_CCUSUM_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,-0.020847678506079048,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C3_ENT_CCUSUM versus R1_ENTROPY_TOP5
C3_ENT_CCUSUM,C3_ENT_CCUSUM_FINAL_PROMOTION,false,eligible and all hard/primary/component gates pass,contract,false,COMPLETE,DEVELOPMENT,final atomic decision after full multiplicity closure
C4_ENT_SAMPLED,P2A_SCORE_FREEZE_COMPLETE,8,8 cells,contract,true,COMPLETE,DEVELOPMENT,reference and candidate scores froze before labels; raw status=PASS
C4_ENT_SAMPLED,P2A_LABEL_FIREWALL,labels opened after score freeze,no fit-side labels or targets,contract,true,COMPLETE,DEVELOPMENT,all transforms and fusion are target-free; raw status=PASS
C4_ENT_SAMPLED,P2A_TOP10_LOCAL_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten local alias; raw status=PASS
C4_ENT_SAMPLED,P2A_TOP10_COMBINED_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten combined alias; raw status=PASS
C4_ENT_SAMPLED,C4_ENT_SAMPLED_SUFFIX_INVARIANCE,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,fixed-map prefix replay; raw status=PASS
C4_ENT_SAMPLED,C4_ENT_SAMPLED_WORST_CELL_HARD_BOUND,-0.025388885205923417,>=-0.03,contract,true,COMPLETE,DEVELOPMENT,minimum across both required comparators; raw status=PASS
C4_ENT_SAMPLED,C4_ENT_SAMPLED_PROMOTION_ELIGIBILITY,true,registered promotion-eligible branch,contract,true,COMPLETE,DEVELOPMENT,independent preregistered atomic source; raw status=PASS
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,-0.003256833967785977,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus P2A_TOPK10_REFERENCE
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,-0.029577721290931606,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus P2A_TOPK10_REFERENCE
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,3,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus P2A_TOPK10_REFERENCE
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_P2A_TOPK10_REFERENCE_WORST_CELL,-0.025388885205923417,>=-0.02,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus P2A_TOPK10_REFERENCE
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,-0.019183508881265854,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus P2A_TOPK10_REFERENCE
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,0.06356409446020217,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus P2A_TOPK10_REFERENCE
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,0.008717413453242284,>=0.005,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus R1_ENTROPY_TOP5
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,-0.018322190723439106,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus R1_ENTROPY_TOP5
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,6,>=6,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus R1_ENTROPY_TOP5
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_R1_ENTROPY_TOP5_WORST_CELL,-0.017371050008976596,>=-0.02,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus R1_ENTROPY_TOP5
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_R1_ENTROPY_TOP5_EXACT_ERROR,-0.010689607270051915,>=-0.01,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus R1_ENTROPY_TOP5
C4_ENT_SAMPLED,C4_ENT_SAMPLED_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,0.08214269518374884,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C4_ENT_SAMPLED versus R1_ENTROPY_TOP5
C4_ENT_SAMPLED,C4_ENT_SAMPLED_FINAL_PROMOTION,false,eligible and all hard/primary/component gates pass,contract,false,COMPLETE,DEVELOPMENT,final atomic decision after full multiplicity closure
C5_ENT_ENERGY,P2A_SCORE_FREEZE_COMPLETE,8,8 cells,contract,true,COMPLETE,DEVELOPMENT,reference and candidate scores froze before labels; raw status=PASS
C5_ENT_ENERGY,P2A_LABEL_FIREWALL,labels opened after score freeze,no fit-side labels or targets,contract,true,COMPLETE,DEVELOPMENT,all transforms and fusion are target-free; raw status=PASS
C5_ENT_ENERGY,P2A_TOP10_LOCAL_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten local alias; raw status=PASS
C5_ENT_ENERGY,P2A_TOP10_COMBINED_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten combined alias; raw status=PASS
C5_ENT_ENERGY,C5_ENT_ENERGY_SUFFIX_INVARIANCE,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,fixed-map prefix replay; raw status=PASS
C5_ENT_ENERGY,C5_ENT_ENERGY_WORST_CELL_HARD_BOUND,-0.019772577108153222,>=-0.03,contract,true,COMPLETE,DEVELOPMENT,minimum across both required comparators; raw status=PASS
C5_ENT_ENERGY,C5_ENT_ENERGY_PROMOTION_ELIGIBILITY,true,registered promotion-eligible branch,contract,true,COMPLETE,DEVELOPMENT,independent preregistered atomic source; raw status=PASS
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,-0.007282186749954955,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus P2A_TOPK10_REFERENCE
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,-0.022162384095151193,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus P2A_TOPK10_REFERENCE
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,2,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus P2A_TOPK10_REFERENCE
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_P2A_TOPK10_REFERENCE_WORST_CELL,-0.019772577108153222,>=-0.02,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus P2A_TOPK10_REFERENCE
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,-0.006508301458311272,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus P2A_TOPK10_REFERENCE
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,-0.00628726935729973,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus P2A_TOPK10_REFERENCE
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,0.004692060671073306,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus R1_ENTROPY_TOP5
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,-0.011666155340515107,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus R1_ENTROPY_TOP5
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,5,>=6,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus R1_ENTROPY_TOP5
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_R1_ENTROPY_TOP5_WORST_CELL,-0.01573161978505566,>=-0.02,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus R1_ENTROPY_TOP5
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_R1_ENTROPY_TOP5_EXACT_ERROR,0.0019856001529026668,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus R1_ENTROPY_TOP5
C5_ENT_ENERGY,C5_ENT_ENERGY_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,0.012291331366246938,>=-0.01,contract,true,COMPLETE,DEVELOPMENT,closed 16-contrast family; C5_ENT_ENERGY versus R1_ENTROPY_TOP5
C5_ENT_ENERGY,C5_ENT_ENERGY_FINAL_PROMOTION,false,eligible and all hard/primary/component gates pass,contract,false,COMPLETE,DEVELOPMENT,final atomic decision after full multiplicity closure
C6_DSP12,P2A_SCORE_FREEZE_COMPLETE,8,8 cells,contract,true,COMPLETE,DEVELOPMENT,reference and candidate scores froze before labels; raw status=PASS
C6_DSP12,P2A_LABEL_FIREWALL,labels opened after score freeze,no fit-side labels or targets,contract,true,COMPLETE,DEVELOPMENT,all transforms and fusion are target-free; raw status=PASS
C6_DSP12,P2A_TOP10_LOCAL_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten local alias; raw status=PASS
C6_DSP12,P2A_TOP10_COMBINED_ALIAS,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,atomic top-ten combined alias; raw status=PASS
C6_DSP12,C6_DSP12_SUFFIX_INVARIANCE,0.0,<=1e-12,contract,true,COMPLETE,DEVELOPMENT,fixed-map prefix replay; raw status=PASS
C6_DSP12,C6_DSP12_WORST_CELL_HARD_BOUND,-0.08165877237277486,>=-0.03,contract,false,COMPLETE,DEVELOPMENT,minimum across both required comparators; raw status=HARD_FAIL
C6_DSP12,C6_DSP12_PROMOTION_ELIGIBILITY,false,registered promotion-eligible branch,contract,false,COMPLETE,DEVELOPMENT,Neither preregistered source parent C4 nor C5 passed the atomic promotion premise; user-authorized completion is diagnostic only; raw status=NOT_ELIGIBLE
C6_DSP12,C6_DSP12_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,-0.04706219362802894,>=0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus P2A_TOPK10_REFERENCE
C6_DSP12,C6_DSP12_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,-0.07337615346715515,>0.005,contract,false,COMPLETE,DEVELOPMENT,closed 16-contrast family; C6_DSP12 versus P2A_TOPK10_REFERENCE
