target_cell,contract,strategy,family_basis,source_count,source_cells_json,selected_eigenvalue,distance_from_unit,unit_distance_gap,direction_json,correction_scale,baseline_correction_covariance
triviaqa_t1.0,lens,lomo,module-by-metric,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.106567074251069,0.10656707425106893,0.17334819386751743,"[-0.14918123839719694, 0.28449255964977815, -0.16538159419441856, -0.03725749352578332, -0.0024033761853991123, 0.5288278500849726, -0.05431964594370394, -0.07318261366737422, -0.42648868300188564, 0.4714365306263862, -0.41504250476555277, 0.060773999959479644]",0.08333333333333334,8.215650382226158e-18
triviaqa_t1.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0044478353286248,0.004447835328624805,0.24317157033202874,"[-0.14609700306625065, 0.3798274572938675, -0.176381419228076, -0.02910775808942576, -0.00461307118793313, 0.568571350400563, -0.04712742725514312, -0.055227753671657304, -0.4009785934896902, 0.39281678632817335, -0.39606044800729434, 0.04371044634315825]",0.08333333333333334,7.327471962526034e-18
sciq_t1.0,depth,lodo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7799312948498842,0.22006870515011578,0.17050800479462824,"[0.5654526153323356, -0.5366731838801535, -0.4262857508973917, 0.4588307880903455]",0.24999999999999997,5.706546346573304e-16
sciq_t1.0,depth,lomo,relative-depth-quartiles,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.8422886043804053,0.15771139561959469,0.23837064119102525,"[0.6065475901548089, -0.5677853840603274, -0.37345145422064024, 0.41261821320119774]",0.25,5.691003224228553e-16
sciq_t1.0,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7799312948498842,0.22006870515011578,0.17050800479462824,"[0.5654526153323356, -0.5366731838801535, -0.4262857508973917, 0.4588307880903455]",0.24999999999999997,5.706546346573304e-16
sciq_t1.0,lens,lodo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0231545049974013,0.02315450499740135,0.2440290647609591,"[-0.15235408230313288, 0.40446796580398897, -0.1829720592333835, -0.02757344189694866, -0.018727163886073695, 0.5046289998223316, -0.05912534519665422, -0.05097076036727862, -0.41141835489639467, 0.4294303499754717, -0.40271656716938176, 0.04476324833450806]",0.08333333333333331,-2.4424906541753442e-18
sciq_t1.0,lens,lomo,module-by-metric,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.106567074251069,0.10656707425106893,0.17334819386751743,"[-0.14918123839719694, 0.28449255964977815, -0.16538159419441856, -0.03725749352578332, -0.0024033761853991123, 0.5288278500849726, -0.05431964594370394, -0.07318261366737422, -0.42648868300188564, 0.4714365306263862, -0.41504250476555277, 0.060773999959479644]",0.08333333333333333,-4.996003610813204e-18
sciq_t1.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0231545049974013,0.02315450499740135,0.2440290647609591,"[-0.15235408230313288, 0.40446796580398897, -0.1829720592333835, -0.02757344189694866, -0.018727163886073695, 0.5046289998223316, -0.05912534519665422, -0.05097076036727862, -0.41141835489639467, 0.4294303499754717, -0.40271656716938176, 0.04476324833450806]",0.08333333333333331,-2.4424906541753442e-18
truthfulqa_t0.5,depth,lodo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7878147715345295,0.2121852284654705,0.17038652827494571,"[0.5914481256936018, -0.5598805032002842, -0.3942171761151154, 0.42581187724809405]",0.25,2.856955798007257e-16
truthfulqa_t0.5,depth,lomo,relative-depth-quartiles,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.8422886043804053,0.15771139561959469,0.23837064119102525,"[0.6065475901548089, -0.5677853840603274, -0.37345145422064024, 0.41261821320119774]",0.25,2.930880072841539e-16
truthfulqa_t0.5,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7878147715345295,0.2121852284654705,0.17038652827494571,"[0.5914481256936018, -0.5598805032002842, -0.3942171761151154, 0.42581187724809405]",0.25,2.856955798007257e-16
truthfulqa_t0.5,lens,lodo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.02276458689157,0.022764586891570016,0.23205243327784342,"[-0.16417910778614198, 0.3809475422978746, -0.1988365239702517, -0.03240512629663136, -0.023073514748590894, 0.5724343902207978, -0.062457820643570194, -0.060089683246801924, -0.38091355566011814, 0.3975704722187745, -0.382745682718827, 0.0442853544699947]",0.08333333333333334,1.8372356539696593e-17
truthfulqa_t0.5,lens,lomo,module-by-metric,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.106567074251069,0.10656707425106893,0.17334819386751743,"[-0.14918123839719694, 0.28449255964977815, -0.16538159419441856, -0.03725749352578332, -0.0024033761853991123, 0.5288278500849726, -0.05431964594370394, -0.07318261366737422, -0.42648868300188564, 0.4714365306263862, -0.41504250476555277, 0.060773999959479644]",0.08333333333333334,1.7828795695326872e-17
truthfulqa_t0.5,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.02276458689157,0.022764586891570016,0.23205243327784342,"[-0.16417910778614198, 0.3809475422978746, -0.1988365239702517, -0.03240512629663136, -0.023073514748590894, 0.5724343902207978, -0.062457820643570194, -0.060089683246801924, -0.38091355566011814, 0.3975704722187745, -0.382745682718827, 0.0442853544699947]",0.08333333333333334,1.8372356539696593e-17
squadv2_t0.5,depth,lodo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7784929249887499,0.2215070750112501,0.17742098357982317,"[0.6038816511574382, -0.5635364511929811, -0.3791753574604019, 0.4171087003012086]",0.25,-4.6540549192286564e-17
squadv2_t0.5,depth,lomo,relative-depth-quartiles,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.8422886043804053,0.15771139561959469,0.23837064119102525,"[0.6065475901548089, -0.5677853840603274, -0.37345145422064024, 0.41261821320119774]",0.25,-4.2277292777725964e-17
squadv2_t0.5,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7784929249887499,0.2215070750112501,0.17742098357982317,"[0.6038816511574382, -0.5635364511929811, -0.3791753574604019, 0.4171087003012086]",0.25,-4.6540549192286564e-17
squadv2_t0.5,lens,lodo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0125436965165284,0.012543696516528424,0.2327956173939063,"[-0.1256147459810801, 0.3942657034119527, -0.15076699277566943, -0.02551843007943057, 0.009298837968017084, 0.5280490907193843, -0.030107624400978857, -0.045518819392340586, -0.4287019722906319, 0.39598859293371275, -0.4262353014138809, 0.034985608568398795]",0.08333333333333333,6.288303211476887e-17
squadv2_t0.5,lens,lomo,module-by-metric,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.106567074251069,0.10656707425106893,0.17334819386751743,"[-0.14918123839719694, 0.28449255964977815, -0.16538159419441856, -0.03725749352578332, -0.0024033761853991123, 0.5288278500849726, -0.05431964594370394, -0.07318261366737422, -0.42648868300188564, 0.4714365306263862, -0.41504250476555277, 0.060773999959479644]",0.08333333333333333,7.176481631177012e-17
squadv2_t0.5,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""nq_open_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0125436965165284,0.012543696516528424,0.2327956173939063,"[-0.1256147459810801, 0.3942657034119527, -0.15076699277566943, -0.02551843007943057, 0.009298837968017084, 0.5280490907193843, -0.030107624400978857, -0.045518819392340586, -0.4287019722906319, 0.39598859293371275, -0.4262353014138809, 0.034985608568398795]",0.08333333333333333,6.288303211476887e-17
nq_open_t0.5,depth,lodo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7825083482084711,0.21749165179152885,0.17611764538891161,"[0.5925705307211194, -0.5590584615511477, -0.3925055226391817, 0.4269112523542775]",0.25,-8.597567102697212e-16
nq_open_t0.5,depth,lomo,relative-depth-quartiles,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.8422886043804053,0.15771139561959469,0.23837064119102525,"[0.6065475901548089, -0.5677853840603274, -0.37345145422064024, 0.41261821320119774]",0.25,-8.398615136684384e-16
nq_open_t0.5,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7825083482084711,0.21749165179152885,0.17611764538891161,"[0.5925705307211194, -0.5590584615511477, -0.3925055226391817, 0.4269112523542775]",0.25,-8.597567102697212e-16
nq_open_t0.5,lens,lodo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.006503503004961,0.006503503004960942,0.24696152057805953,"[-0.15950318891594037, 0.38731001787749825, -0.18981173443328142, -0.02976126487133177, -0.018717850901344396, 0.5722865967221735, -0.05998578702806156, -0.05742250637556211, -0.3846863342776624, 0.3879895140892123, -0.3900142389490455, 0.04740215545578395]",0.08333333333333333,1.474376176702208e-17
nq_open_t0.5,lens,lomo,module-by-metric,7,"[""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.106567074251069,0.10656707425106893,0.17334819386751743,"[-0.14918123839719694, 0.28449255964977815, -0.16538159419441856, -0.03725749352578332, -0.0024033761853991123, 0.5288278500849726, -0.05431964594370394, -0.07318261366737422, -0.42648868300188564, 0.4714365306263862, -0.41504250476555277, 0.060773999959479644]",0.08333333333333333,2.1671553440683057e-17
nq_open_t0.5,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""gsm8k_r1distill_t0.0"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.006503503004961,0.006503503004960942,0.24696152057805953,"[-0.15950318891594037, 0.38731001787749825, -0.18981173443328142, -0.02976126487133177, -0.018717850901344396, 0.5722865967221735, -0.05998578702806156, -0.05742250637556211, -0.3846863342776624, 0.3879895140892123, -0.3900142389490455, 0.04740215545578395]",0.08333333333333333,1.474376176702208e-17
gsm8k_r1distill_t0.0,depth,lodo,relative-depth-quartiles,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.746996620996304,0.25300337900369596,0.1552812633811761,"[-0.5413348538105018, 0.5387718913226015, 0.4704809201255886, -0.4419605513712827]",0.25,3.946965221813683e-16
gsm8k_r1distill_t0.0,depth,lomo,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7831823438921651,0.21681765610783488,0.1799898648568764,"[0.5929701143969074, -0.556597934277835, -0.3958599754498334, 0.42647398845254597]",0.24999999999999997,-3.635479804083178e-16
gsm8k_r1distill_t0.0,depth,loco,relative-depth-quartiles,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",0.7831823438921651,0.21681765610783488,0.1799898648568764,"[0.5929701143969074, -0.556597934277835, -0.3958599754498334, 0.42647398845254597]",0.24999999999999997,-3.635479804083178e-16
gsm8k_r1distill_t0.0,lens,lodo,module-by-metric,6,"[""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""triviaqa_qwen3_t0.6""]",0.8901215052463578,0.1098784947536422,0.05997365739969529,"[-0.18141946891141272, 0.4508032679286658, -0.23274835998473958, -0.007692025212691969, 0.003959687174107435, 0.6125180059191162, -0.004213522708945186, -0.009243716446957335, -0.3686672029782926, 0.23107485374095593, -0.3796219444263908, 0.030188102937164948]",0.08333333333333333,-1.7799166727457418e-18
gsm8k_r1distill_t0.0,lens,lomo,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0058662680115698,0.005866268011569753,0.2412295427315163,"[-0.16745937371396227, 0.35638035116225875, -0.20010569031292602, -0.01573894003946716, 0.009949621627035629, 0.5671682239866336, -0.032366866151164915, -0.04634599824924897, -0.40728387904077024, 0.3858485572667998, -0.40487564745397364, 0.03166212106180125]",0.08333333333333334,-4.0048125136779195e-18
gsm8k_r1distill_t0.0,lens,loco,module-by-metric,12,"[""gsm8k_t1.0"", ""triviaqa_t1.0"", ""sciq_t1.0"", ""truthfulqa_t0.5"", ""squadv2_t0.5"", ""nq_open_t0.5"", ""gsm8k_mistral24b_t1.0"", ""gsm8k_nemo_t1.0"", ""gsm8k_phi35_t1.0"", ""gsm8k_mistral7b_t1.0"", ""gsm8k_phi3mini_t1.0"", ""triviaqa_qwen3_t0.6""]",1.0058662680115698,0.005866268011569753,0.2412295427315163,"[-0.16745937371396227, 0.35638035116225875, -0.20010569031292602, -0.01573894003946716, 0.009949621627035629, 0.5671682239866336, -0.032366866151164915, -0.04634599824924897, -0.40728387904077024, 0.3858485572667998, -0.40487564745397364, 0.03166212106180125]",0.08333333333333334,-4.0048125136779195e-18
