lane,cell,split,graph_family,k,n_edges,n_components,target_smoothness_z,length_smoothness_z,target_smoothness_effect,length_smoothness_effect,target_smoother_than_length,target_aligned
global24,lapeigvals_gsm8k_llama3b,leave_family_out,mutual_knn,3,1036,389,3.532344915294871,24.660579373052467,0.10068904564933413,0.5069415008131144,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,union_knn,5,4715,1,10.45062644270587,33.58289839132634,0.12885932509901632,0.5854371958349918,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,mutual_knn,5,1880,126,5.093179722593618,25.434895500944332,0.10020446759525883,0.5558791138554775,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,union_knn,7,6524,1,9.441193150903404,49.19202949348201,0.1318394266924429,0.5779466026233395,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,mutual_knn,7,2709,59,6.614866406857945,30.124157435617406,0.11182213899160659,0.5834783799627267,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,union_knn,10,9204,1,14.41807244629083,48.692638385970916,0.1307921786789869,0.5592345762462911,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,mutual_knn,10,3986,30,6.874095199518029,34.88969567956017,0.11760891634423525,0.5765209244041402,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,union_knn,15,13718,1,16.93854685032266,59.652466783814454,0.13431432854478975,0.5346891934156583,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,mutual_knn,15,6067,8,9.04939562549809,40.149663953923955,0.1273029892399005,0.580268298633169,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,union_knn,25,22675,1,22.12118653673212,69.04868814328012,0.13915862853961602,0.5078008153360827,False,True
global24,lapeigvals_gsm8k_llama3b,leave_family_out,mutual_knn,25,10300,3,14.739027927705944,55.77024690386689,0.1393455588778154,0.553076169377003,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,union_knn,3,1105,1,9.570392083974053,22.174171421038942,0.28822115413068217,0.712294554672068,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,mutual_knn,3,395,144,4.558549255098266,7.229055809359001,0.22082986581390848,0.25527914353649395,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,union_knn,5,1790,1,11.611483388402897,30.194779111676297,0.29809775123374205,0.6904545857120704,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,mutual_knn,5,710,42,6.970205048876639,14.03656565387606,0.2222465462638722,0.5361353725284052,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,union_knn,7,2472,1,12.374222157678625,33.0407888493536,0.30511422217631357,0.6787459272863622,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,mutual_knn,7,1028,24,9.341076965579866,21.287668493736664,0.26275461709009346,0.5369453585203383,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,union_knn,10,3490,1,17.58919366307609,45.483179990074014,0.2979905665093973,0.6493669341428635,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,mutual_knn,10,1510,11,9.593925269982664,26.682000945890273,0.2782676492572992,0.5583867088637591,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,union_knn,15,5211,1,23.506978476114202,44.774644242026326,0.3030758062326344,0.6019171725662162,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,mutual_knn,15,2289,6,12.837268839375684,30.218024443984273,0.27643247143359356,0.53134539771458,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,union_knn,25,8619,1,25.900769595053593,53.948212343690464,0.3028445617747523,0.5182309276081383,False,True
global24,lapeigvals_gsm8k_llama8b,leave_family_out,mutual_knn,25,3881,4,17.378984439633758,28.970303843446388,0.28372963406444685,0.4946517446066491,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,union_knn,3,2965,1,15.636245296326715,39.85484732743588,0.2639021017807926,0.6466345136114338,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,mutual_knn,3,992,403,8.120638048046532,17.765513687196115,0.23218645565303886,0.4720911674126791,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,union_knn,5,4855,1,17.66732185711594,40.866934984069715,0.2676292644066238,0.6223202009888682,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,mutual_knn,5,1740,171,9.815588449949027,25.21479095339443,0.2373345790055908,0.5233156771303981,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,union_knn,7,6710,1,19.843150701364493,44.114293569746664,0.2648892388668119,0.6064103407885498,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,mutual_knn,7,2523,94,12.54561723794399,28.03916704412327,0.24065019923226771,0.5589601109333227,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,union_knn,10,9439,1,23.968480429586467,52.260787880877245,0.27063484342964694,0.5773764035046497,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,mutual_knn,10,3751,51,15.083044903529975,33.2143699864982,0.2582903715656686,0.5679320493525664,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,union_knn,15,14087,1,31.135322214119636,62.55976424004101,0.2632434371124743,0.5501043585840585,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,mutual_knn,15,5698,19,19.197323924637175,36.72994353660602,0.2620935098321853,0.5689906078223499,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,union_knn,25,23342,1,42.308053491052476,65.70929974465612,0.26742019572737297,0.5037889185879884,False,True
global24,lapeigvals_gsm8k_mistral24b,leave_family_out,mutual_knn,25,9633,10,25.944436697439507,49.83253876690961,0.2728144516403087,0.560360028772189,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,union_knn,3,2945,1,10.500459525705011,21.12579982815111,0.19894605112988328,0.3964474168982022,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,mutual_knn,3,1012,387,9.556533062665146,9.143094238125501,0.18304786401401646,0.29568774106752177,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,union_knn,5,4787,1,13.345694418380292,27.230372677536845,0.18601183427401058,0.3748446294516405,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,mutual_knn,5,1808,122,8.288615869437876,12.871449315324092,0.19803799921793983,0.3184594397272017,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,union_knn,7,6633,1,13.155280252405097,34.44611462107769,0.1813385389198352,0.3703308477677154,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,mutual_knn,7,2600,60,8.122752376101404,15.257333359574163,0.18030658415670506,0.32388637339412657,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,union_knn,10,9389,1,17.891038397817358,33.63914390573954,0.1850582304291607,0.3521894094537171,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,mutual_knn,10,3801,25,11.426463432901546,24.51035162069015,0.18921746549949087,0.374815125108497,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,union_knn,15,13849,1,23.443328377526687,40.30641403038763,0.18991556680788177,0.3306087820972927,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,mutual_knn,15,5936,9,12.524987441754586,26.330783527609203,0.1859218290909143,0.36782459139173906,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,union_knn,25,22839,1,30.894436792226358,49.841359813711044,0.1949645443616414,0.3142146995224385,False,True
global24,lapeigvals_gsm8k_nemo,leave_family_out,mutual_knn,25,10136,3,18.98428178274965,30.930289606992073,0.1849051340864966,0.3529685805896984,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,union_knn,3,2913,1,10.565517692546782,22.64422912912673,0.22583021759956726,0.4610862977372051,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,mutual_knn,3,1044,370,8.51895676487847,12.813729127015344,0.20425261128297412,0.34579761884302557,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,union_knn,5,4707,1,16.166565523660605,27.996171529947873,0.21759141885053102,0.4416307862215991,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,mutual_knn,5,1888,117,10.02867538240587,16.19148726736582,0.22924292848763592,0.34188133101152723,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,union_knn,7,6487,1,14.923409349576954,34.03454021388285,0.20841501081496583,0.41834750965563583,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,mutual_knn,7,2746,54,11.601995488029488,18.62616292238288,0.2441791015868406,0.3313333728964354,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,union_knn,10,9189,1,19.07533112505631,31.56660746747256,0.20623752270402138,0.4000548651860834,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,mutual_knn,10,4001,26,15.79506088030927,23.80212375460457,0.24219803398437584,0.32670909412025423,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,union_knn,15,13686,1,20.817687165202393,48.783421191343024,0.20007032390802326,0.37899379134181416,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,mutual_knn,15,6099,12,13.744596825688312,30.358506785338708,0.21244112666259893,0.41693261654828906,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,union_knn,25,22579,1,27.01521646818513,63.58006792041985,0.19525823508038845,0.3519975158344972,False,True
global24,lapeigvals_gsm8k_phi35,leave_family_out,mutual_knn,25,10396,4,18.65220693462284,41.23936932343092,0.2057151185933316,0.421321514370986,False,True
global24,losnet_hotpotqa_mistral7b,leave_family_out,union_knn,3,1098,1,0.9212121270326985,24.418304695178325,0.023850194772870415,0.7269913469331624,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,mutual_knn,3,402,141,-0.08011948351516222,13.182472280488254,-0.003414931211289941,0.6177940861250626,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,union_knn,5,1784,1,1.2490753592459563,36.16268767303863,0.03369376733851253,0.6946404752646672,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,mutual_knn,5,716,41,0.4997433125870788,18.20055271566269,0.01918814935810125,0.6932803516514107,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,union_knn,7,2463,1,1.297912857312011,30.220644454488045,0.03036049597437692,0.671558576339507,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,mutual_knn,7,1037,17,1.737136580468993,19.965850084708293,0.045517819295482424,0.6889843936615676,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,union_knn,10,3493,1,1.1580105695519427,36.93197114446275,0.02039617821015693,0.6485757669290549,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,mutual_knn,10,1507,7,0.3204841970739117,25.685451123188557,0.009606357114491445,0.7054163348025614,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,union_knn,15,5199,1,0.9430817033762302,42.648620936026155,0.011439791978749204,0.6179625969665692,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,mutual_knn,15,2301,6,0.9386352170074144,29.855177087601835,0.02018946398090357,0.6731186001382237,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,union_knn,25,8483,1,1.1175730200709506,52.5933551722149,0.013416718096351789,0.5650471797184996,False,False
global24,losnet_hotpotqa_mistral7b,leave_family_out,mutual_knn,25,4017,4,0.45388129538342076,35.50276310024824,0.00801666648668164,0.620371759971792,False,False
global24,math500_dsmath7b,leave_family_out,union_knn,3,631,1,3.5528614515035004,20.824327428878952,0.13738460050814533,0.8470229248943133,False,True
global24,math500_dsmath7b,leave_family_out,mutual_knn,3,269,70,2.5685219188292767,15.032286058539189,0.16330054228845556,0.7795925854794891,False,True
global24,math500_dsmath7b,leave_family_out,union_knn,5,1017,1,5.24789267545665,28.465210656822844,0.14416400118427986,0.8316446031180598,False,True
global24,math500_dsmath7b,leave_family_out,mutual_knn,5,483,19,3.20241958251234,16.284516727908926,0.1518749012102448,0.7989938998700002,False,True
global24,math500_dsmath7b,leave_family_out,union_knn,7,1419,1,5.173628637027702,24.291117108456,0.1379907781005122,0.8092211808250211,False,True
global24,math500_dsmath7b,leave_family_out,mutual_knn,7,681,12,3.059077768913343,21.977661171329128,0.13649830520446046,0.8097550847251129,False,True
global24,math500_dsmath7b,leave_family_out,union_knn,10,2040,1,5.193650612153995,27.297850156544015,0.13714253235424054,0.7864200950660899,False,True
global24,math500_dsmath7b,leave_family_out,mutual_knn,10,960,6,4.157457403240683,29.32188441179971,0.13828051414894135,0.7926575877978141,False,True
global24,math500_dsmath7b,leave_family_out,union_knn,15,3013,1,8.842354381944343,36.532803024478405,0.151116434792288,0.7536642473173756,False,True
global24,math500_dsmath7b,leave_family_out,mutual_knn,15,1487,4,4.896037720024727,28.888831178803763,0.1262877806865492,0.7780604822891343,False,True
global24,math500_dsmath7b,leave_family_out,union_knn,25,4997,1,9.135410146540965,50.9192141674541,0.14714804772938714,0.6905681843679428,False,True
global24,math500_dsmath7b,leave_family_out,mutual_knn,25,2503,4,6.644503995092186,34.470928812950525,0.1623625303042715,0.7558039613788986,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,union_knn,3,2939,1,16.18015770382041,56.31282501958438,0.28383894523587755,0.8302117202019028,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,mutual_knn,3,1018,380,8.511456855141974,24.759268362744454,0.24568747633358703,0.6938605997153623,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,union_knn,5,4803,1,19.958881319744314,58.4130624678144,0.2962594961042374,0.820131986918956,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,mutual_knn,5,1792,132,13.790430752287996,28.70766790875794,0.2797675465978921,0.7478689927379887,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,union_knn,7,6647,1,21.735412008374276,62.32515063452387,0.28681921845825614,0.8193107924342016,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,mutual_knn,7,2586,67,15.600237634673837,30.30085810225343,0.2884746759154465,0.7730969937252711,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,union_knn,10,9348,1,27.96677557620195,79.96039500764769,0.28347179859046,0.8042746121017583,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,mutual_knn,10,3842,28,17.818002711502338,40.91527568197542,0.29106843777109853,0.8095748682094847,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,union_knn,15,13849,1,39.659439947237786,96.29812801427846,0.2760701956826478,0.7728866298386532,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,mutual_knn,15,5936,12,17.757890409131925,49.01862737103509,0.26778080147530725,0.8071908474428373,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,union_knn,25,22816,1,51.183780474375276,126.01622556576565,0.27515596978961115,0.7325881046968232,False,True
global24,noise_gsm8k_mistral7b,leave_family_out,mutual_knn,25,10159,5,25.018386036373947,78.48875358516028,0.273808599249135,0.8010572357957926,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,union_knn,3,2913,1,4.904724727909687,23.907546253081808,0.09498166661157742,0.39971551075201917,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,mutual_knn,3,1044,375,3.319959271195541,17.003272554863866,0.08871474260671731,0.3797650404019476,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,union_knn,5,4719,1,7.401293697834747,28.85509213359221,0.11572588089989323,0.3929529398055331,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,mutual_knn,5,1876,128,5.0409695055105175,19.412133317406106,0.10200548467748058,0.41337091306161583,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,union_knn,7,6540,1,9.296312570694258,28.482528772528738,0.10893312775191812,0.3757518899314067,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,mutual_knn,7,2693,61,5.179639805207489,21.820378435522407,0.1103606992552252,0.410795112979875,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,union_knn,10,9241,1,9.872984935977595,30.815277469209633,0.10962495309078515,0.3582424287709084,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,mutual_knn,10,3949,32,5.630673820924868,24.41747293894882,0.11012518909079382,0.39600987762059814,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,union_knn,15,13677,1,11.182624336159593,41.15012267183063,0.10859378512026995,0.33304833504686115,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,mutual_knn,15,6108,13,7.549486468998694,28.61111028638221,0.10652491692338657,0.3858195028556951,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,union_knn,25,22441,1,15.243890372428751,41.88808818062154,0.10803593202716136,0.29017267227232896,False,True
global24,noise_gsm8k_phi3mini,leave_family_out,mutual_knn,25,10534,5,10.054527528293121,29.706264896098126,0.1134993823043014,0.3388499469508894,False,True
global24,sciq_llama8b,leave_family_out,union_knn,3,442,1,3.251452247835713,18.322133093583012,0.1674864566891492,0.8237037944701386,False,True
global24,sciq_llama8b,leave_family_out,mutual_knn,3,152,67,3.0822093476697616,8.63466169289346,0.1910504660605931,0.6976877474659531,False,True
global24,sciq_llama8b,leave_family_out,union_knn,5,694,1,4.606577328170899,21.214709320510153,0.16870826592608873,0.8304036942573488,False,True
global24,sciq_llama8b,leave_family_out,mutual_knn,5,296,18,2.9936215568731073,14.516972789872002,0.18766429259648604,0.8108285298332956,False,True
global24,sciq_llama8b,leave_family_out,union_knn,7,955,1,4.604710660583032,23.789120920274716,0.15862111260623069,0.8229806903723316,False,True
global24,sciq_llama8b,leave_family_out,mutual_knn,7,431,6,4.194623150691376,17.561241199993326,0.19865773965112965,0.8296723306567303,False,True
global24,sciq_llama8b,leave_family_out,union_knn,10,1352,1,6.672320089516446,25.813881319715733,0.14733021247960565,0.7947608706176585,False,True
global24,sciq_llama8b,leave_family_out,mutual_knn,10,628,2,4.4044386217090965,20.34034826598544,0.20091211010454288,0.8326108399578686,False,True
global24,sciq_llama8b,leave_family_out,union_knn,15,2009,1,6.650006995351197,26.312302681010145,0.13745848542939876,0.7716552790342645,False,True
global24,sciq_llama8b,leave_family_out,mutual_knn,15,961,1,5.26773706521899,21.36832292612343,0.15555298650926372,0.8089938821481018,False,True
global24,sciq_llama8b,leave_family_out,union_knn,25,3322,1,10.354949159019435,38.16133429827293,0.1386443537157999,0.7184409349240991,False,True
global24,sciq_llama8b,leave_family_out,mutual_knn,25,1628,1,7.185742071976126,30.386950397658175,0.1631899149396272,0.7749784197841266,False,True
global24,se_nq_open_llama8b,leave_family_out,union_knn,3,17543,388,68.31432776350017,146.10406731506657,0.5056030464015917,0.9448136427546426,False,True
global24,se_nq_open_llama8b,leave_family_out,mutual_knn,3,5850,3436,36.690908005870426,85.88544661470166,0.3565831454141117,0.7399359577915684,False,True
global24,se_nq_open_llama8b,leave_family_out,union_knn,5,28825,179,82.80305154047173,150.04470002077971,0.4735559154660239,0.95104714494175,False,True
global24,se_nq_open_llama8b,leave_family_out,mutual_knn,5,11242,1536,54.57390329570012,93.65371323958875,0.40956104915207214,0.8475571317458087,False,True
global24,se_nq_open_llama8b,leave_family_out,union_knn,7,40201,88,85.81781214073891,181.8271350539172,0.4377890261355373,0.9492418833818341,False,True
global24,se_nq_open_llama8b,leave_family_out,mutual_knn,7,16642,863,55.96053169935861,105.5482304312943,0.420394075574671,0.8926508108993721,False,True
global24,se_nq_open_llama8b,leave_family_out,union_knn,10,58380,10,82.69179824337553,222.62517786568876,0.3962300994891291,0.9466870795424416,False,True
global24,se_nq_open_llama8b,leave_family_out,mutual_knn,10,24092,449,51.32798302830163,122.94233604912118,0.41110601744100483,0.9158348347195366,False,True
global24,se_nq_open_llama8b,leave_family_out,union_knn,15,88373,3,108.47797758565036,267.05864700664864,0.3508530563665042,0.942578980912538,False,True
global24,se_nq_open_llama8b,leave_family_out,mutual_knn,15,36399,221,58.006969699584815,193.16075927943635,0.37981357960857265,0.9307439289867975,False,True
global24,se_nq_open_llama8b,leave_family_out,union_knn,25,147412,1,112.30665856501726,317.1341383676612,0.30538200393738474,0.9335526994163377,False,True
global24,se_nq_open_llama8b,leave_family_out,mutual_knn,25,61960,57,75.35913272459906,213.91172143691665,0.34194262541016823,0.937937851634528,False,True
global24,se_squad_v2_llama8b,leave_family_out,union_knn,3,6060,255,54.89323484418604,64.83227668036281,0.7959984488542003,0.8746669080882494,False,True
global24,se_squad_v2_llama8b,leave_family_out,mutual_knn,3,1594,1651,26.289137353512416,33.83781177672636,0.40048553313482815,0.5962307649957986,False,True
global24,se_squad_v2_llama8b,leave_family_out,union_knn,5,9650,152,79.68346709827792,71.26641219465522,0.792933197228537,0.8801932414083201,False,True
global24,se_squad_v2_llama8b,leave_family_out,mutual_knn,5,3538,935,41.4120945593702,55.55952263074256,0.5423721393168057,0.7150003999233264,False,True
global24,se_squad_v2_llama8b,leave_family_out,union_knn,7,13394,94,93.81700323238786,88.08830629969297,0.748553841405153,0.8729176866061401,False,True
global24,se_squad_v2_llama8b,leave_family_out,mutual_knn,7,5613,563,60.29332129114073,50.728797474902116,0.6229187208679462,0.7642074771573956,False,True
global24,se_squad_v2_llama8b,leave_family_out,union_knn,10,19439,16,87.80195129322956,104.27282609344532,0.6661758945395512,0.8646267197031235,False,True
global24,se_squad_v2_llama8b,leave_family_out,mutual_knn,10,8413,295,50.0040697373814,71.00523395462933,0.6426976643888603,0.7915347012006563,False,True
global24,se_squad_v2_llama8b,leave_family_out,union_knn,15,30051,11,90.67528810037628,122.37727721375572,0.5850704830689951,0.8486028201349038,False,True
global24,se_squad_v2_llama8b,leave_family_out,mutual_knn,15,12466,182,62.21698072916974,88.48740457773626,0.5813933813000818,0.8107791508405578,False,True
global24,se_squad_v2_llama8b,leave_family_out,union_knn,25,50179,3,124.83775413073926,196.79064394218912,0.4995107761894154,0.8213994373028143,False,True
global24,se_squad_v2_llama8b,leave_family_out,mutual_knn,25,21668,64,79.0484292426641,117.33170687733625,0.5229680334090449,0.8587206668963375,False,True
global24,seiclr_triviaqa_opt30b,leave_family_out,union_knn,3,10397,539,79.18210267817247,68.6117208525573,0.8179821197494451,0.8365598718755721,False,True
