access_tier,answer_process_stratum,candidate,error_position_quartile,family,length_stratum,locator,model,prediction,reducer,score,target,task,trace_length,unit
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,medium,4,qwen3_8b,4,step_max_token_argmax,0.9330016767774614,2,local,243,gsm8k-192
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,short,3,qwen3_8b,-1,step_max_token_argmax,-0.5184823663017611,1,local,210,gsm8k-2
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,1,qwen3_8b,1,step_max_token_argmax,0.23153754691931816,-1,local,223,gsm8k-205
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,2,qwen3_8b,-1,step_max_token_argmax,-0.1953757340149645,-1,local,255,gsm8k-210
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,2,qwen3_8b,-1,step_max_token_argmax,-0.21112650711630893,-1,local,213,gsm8k-219
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,gsm8k,long,5,qwen3_8b,5,step_max_token_argmax,1.6508762549941056,5,local,403,gsm8k-22
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,-1,step_max_token_argmax,-0.5019051472097863,-1,local,212,gsm8k-222
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,2,qwen3_8b,2,step_max_token_argmax,0.0774260410284659,-1,local,276,gsm8k-226
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,2,qwen3_8b,-1,step_max_token_argmax,-0.35937031016821913,-1,local,280,gsm8k-228
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.27883128867276313,-1,local,297,gsm8k-232
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,short,1,qwen3_8b,1,step_max_token_argmax,-0.012858916337680534,1,local,158,gsm8k-24
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,long,2,qwen3_8b,-1,step_max_token_argmax,-0.3750746748911711,-1,local,329,gsm8k-241
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,long,1,qwen3_8b,-1,step_max_token_argmax,-0.20891922493658477,-1,local,327,gsm8k-245
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,-1,step_max_token_argmax,-0.4702416437503224,-1,local,195,gsm8k-250
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,short,0,qwen3_8b,0,step_max_token_argmax,-0.09312169566758144,1,local,176,gsm8k-264
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,1,qwen3_8b,-1,step_max_token_argmax,-0.291690657056391,-1,local,134,gsm8k-275
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,long,1,qwen3_8b,1,step_max_token_argmax,0.11965422976986634,-1,local,390,gsm8k-286
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,gsm8k,medium,0,qwen3_8b,0,step_max_token_argmax,0.06946555504979576,0,local,281,gsm8k-293
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,1,qwen3_8b,1,step_max_token_argmax,-0.13992500172256683,-1,local,228,gsm8k-305
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,0,step_max_token_argmax,-0.13249842694282157,-1,local,234,gsm8k-306
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,long,4,qwen3_8b,4,step_max_token_argmax,0.28748671259400804,-1,local,398,gsm8k-308
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,0,qwen3_8b,0,step_max_token_argmax,-0.049104647392401904,-1,local,285,gsm8k-309
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,gsm8k,long,6,qwen3_8b,6,step_max_token_argmax,0.10238447534087403,6,local,353,gsm8k-31
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,3,qwen3_8b,3,step_max_token_argmax,-0.12228487448649722,-1,local,203,gsm8k-310
A,answer_correct_process_error,P0_S1_FAMILY6_STEP_MAX,q1,gsm8k,short,0,qwen3_8b,0,step_max_token_argmax,0.19054326489633866,0,local,142,gsm8k-312
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,1,qwen3_8b,-1,step_max_token_argmax,-0.3492798508503564,-1,local,190,gsm8k-317
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,-1,step_max_token_argmax,-0.27027515400994745,-1,local,226,gsm8k-320
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,-1,step_max_token_argmax,-0.538386155541716,-1,local,143,gsm8k-325
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,2,qwen3_8b,-1,step_max_token_argmax,-0.21481121162817748,-1,local,211,gsm8k-326
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,-1,step_max_token_argmax,-0.878017880247398,-1,local,167,gsm8k-329
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.3906700992989568,-1,local,287,gsm8k-331
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,long,4,qwen3_8b,4,step_max_token_argmax,-0.1544088651243672,-1,local,336,gsm8k-345
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,2,qwen3_8b,-1,step_max_token_argmax,-0.4518983265900314,-1,local,172,gsm8k-350
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,0,step_max_token_argmax,-0.03618586879097778,-1,local,221,gsm8k-359
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,0,step_max_token_argmax,0.10434025274349402,-1,local,159,gsm8k-363
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,short,0,qwen3_8b,-1,step_max_token_argmax,-0.48901789567686504,1,local,201,gsm8k-37
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.30561484948030765,-1,local,249,gsm8k-373
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,0,qwen3_8b,-1,step_max_token_argmax,-0.5168710552154216,-1,local,168,gsm8k-381
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,1,qwen3_8b,-1,step_max_token_argmax,-0.4053575367915804,-1,local,184,gsm8k-384
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,1,qwen3_8b,-1,step_max_token_argmax,-0.24124623934110753,-1,local,143,gsm8k-385
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,0,qwen3_8b,0,step_max_token_argmax,0.11267706603096378,-1,local,241,gsm8k-387
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,short,3,qwen3_8b,3,step_max_token_argmax,0.1606795223685191,-1,local,235,gsm8k-391
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,medium,0,qwen3_8b,0,step_max_token_argmax,-0.04990564313203525,-1,local,307,gsm8k-394
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,long,2,qwen3_8b,2,step_max_token_argmax,-0.15624964087277557,-1,local,359,gsm8k-396
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,gsm8k,long,0,qwen3_8b,0,step_max_token_argmax,0.01064528370165102,-1,local,332,gsm8k-398
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,medium,2,qwen3_8b,2,step_max_token_argmax,0.6446939593038659,2,local,247,gsm8k-4
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,gsm8k,short,2,qwen3_8b,2,step_max_token_argmax,0.5611627183550626,1,local,231,gsm8k-43
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,gsm8k,medium,0,qwen3_8b,-1,step_max_token_argmax,-0.218838027832476,5,local,258,gsm8k-51
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,gsm8k,medium,3,qwen3_8b,3,step_max_token_argmax,1.3740209922825697,3,local,293,gsm8k-53
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,gsm8k,long,5,qwen3_8b,5,step_max_token_argmax,2.234238641092044,1,local,513,gsm8k-60
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,medium,1,qwen3_8b,1,step_max_token_argmax,0.42435381943206085,2,local,252,gsm8k-63
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,gsm8k,long,1,qwen3_8b,1,step_max_token_argmax,0.24815846464535607,1,local,382,gsm8k-67
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,gsm8k,short,3,qwen3_8b,3,step_max_token_argmax,-0.04867185328265052,0,local,238,gsm8k-70
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,gsm8k,long,2,qwen3_8b,2,step_max_token_argmax,0.8463869720924255,2,local,425,gsm8k-71
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,gsm8k,long,5,qwen3_8b,5,step_max_token_argmax,1.1725279014516368,4,local,531,gsm8k-81
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,gsm8k,long,3,qwen3_8b,3,step_max_token_argmax,1.1573287585341312,3,local,716,gsm8k-89
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,gsm8k,medium,2,qwen3_8b,2,step_max_token_argmax,0.4072824324776641,0,local,299,gsm8k-90
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,gsm8k,long,4,qwen3_8b,4,step_max_token_argmax,-0.041363963335836515,4,local,328,gsm8k-99
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,2,qwen3_8b,2,step_max_token_argmax,0.039275915658567875,2,local,459,math-108
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,medium,1,qwen3_8b,1,step_max_token_argmax,-0.007836710166822374,1,local,357,math-117
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,short,3,qwen3_8b,3,step_max_token_argmax,-0.0688809334390812,2,local,232,math-12
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,1,qwen3_8b,1,step_max_token_argmax,0.20201045795102193,2,local,853,math-122
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,medium,6,qwen3_8b,6,step_max_token_argmax,-0.06699201762380404,1,local,568,math-128
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,medium,5,qwen3_8b,-1,step_max_token_argmax,-0.2861403387766312,1,local,484,math-132
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,2,qwen3_8b,-1,step_max_token_argmax,-0.23799690133692383,1,local,403,math-134
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.5436662299365762,2,local,407,math-137
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,1,qwen3_8b,1,step_max_token_argmax,0.1583207005095814,0,local,813,math-141
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,short,2,qwen3_8b,2,step_max_token_argmax,0.11273963707733978,1,local,277,math-143
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,short,1,qwen3_8b,1,step_max_token_argmax,-0.13578104624632506,0,local,317,math-147
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,medium,3,qwen3_8b,3,step_max_token_argmax,0.1903507654253988,3,local,418,math-149
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,short,2,qwen3_8b,2,step_max_token_argmax,0.07374373935938128,0,local,187,math-154
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,9,qwen3_8b,9,step_max_token_argmax,0.04708999514458778,5,local,933,math-155
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,3,qwen3_8b,3,step_max_token_argmax,0.664406680569368,3,local,835,math-159
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,4,qwen3_8b,4,step_max_token_argmax,0.10412885875434068,2,local,836,math-16
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,math,short,3,qwen3_8b,-1,step_max_token_argmax,-0.5669564310503803,3,local,310,math-163
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,math,long,6,qwen3_8b,6,step_max_token_argmax,-0.1423978128340599,6,local,1436,math-172
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,3,qwen3_8b,3,step_max_token_argmax,0.31405661294522447,3,local,649,math-174
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,3,qwen3_8b,3,step_max_token_argmax,0.013854770868867723,5,local,656,math-175
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,2,qwen3_8b,2,step_max_token_argmax,-0.15492773276187977,2,local,714,math-178
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,math,long,2,qwen3_8b,2,step_max_token_argmax,-0.054501086190596,5,local,872,math-179
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,3,qwen3_8b,3,step_max_token_argmax,0.17295657272407194,1,local,678,math-188
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,short,2,qwen3_8b,-1,step_max_token_argmax,-0.27538914545656756,1,local,327,math-192
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,short,2,qwen3_8b,2,step_max_token_argmax,0.1647654227779501,1,local,128,math-203
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,8,qwen3_8b,8,step_max_token_argmax,-0.001114413607692051,1,local,832,math-209
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,medium,4,qwen3_8b,4,step_max_token_argmax,0.5205427701577802,1,local,489,math-21
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,medium,1,qwen3_8b,1,step_max_token_argmax,-0.04052515810600542,3,local,438,math-219
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,4,qwen3_8b,-1,step_max_token_argmax,-0.27406574951018736,3,local,555,math-226
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,math,long,4,qwen3_8b,4,step_max_token_argmax,0.019294716090033526,5,local,1444,math-233
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,short,1,qwen3_8b,-1,step_max_token_argmax,-0.2203153942814226,3,local,298,math-238
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,short,2,qwen3_8b,2,step_max_token_argmax,0.099219189489036,1,local,206,math-239
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,short,5,qwen3_8b,5,step_max_token_argmax,-0.1366894519473051,3,local,340,math-241
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,medium,1,qwen3_8b,1,step_max_token_argmax,0.08548340494249175,0,local,516,math-246
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,math,long,0,qwen3_8b,-1,step_max_token_argmax,-0.2198593835697526,5,local,615,math-247
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,5,qwen3_8b,5,step_max_token_argmax,0.2062565823289834,5,local,675,math-25
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,0,qwen3_8b,-1,step_max_token_argmax,-0.3702065104468401,1,local,667,math-250
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,3,qwen3_8b,3,step_max_token_argmax,0.42288327130255315,3,local,1122,math-253
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,2,qwen3_8b,2,step_max_token_argmax,0.6882812371609306,2,local,565,math-254
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,short,0,qwen3_8b,-1,step_max_token_argmax,-0.6014671299162997,2,local,265,math-260
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,0,qwen3_8b,0,step_max_token_argmax,0.19348045523604485,3,local,559,math-266
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,4,qwen3_8b,-1,step_max_token_argmax,-0.40269282972827203,3,local,589,math-269
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,short,2,qwen3_8b,-1,step_max_token_argmax,-0.29205729427636173,2,local,262,math-270
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.23210306937331995,1,local,391,math-273
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,short,3,qwen3_8b,-1,step_max_token_argmax,-0.4292093378342684,1,local,159,math-277
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,medium,3,qwen3_8b,3,step_max_token_argmax,0.24283193631747174,2,local,479,math-289
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,short,4,qwen3_8b,4,step_max_token_argmax,0.10064403718103654,1,local,248,math-290
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,11,qwen3_8b,11,step_max_token_argmax,0.3922479258710871,3,local,726,math-293
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,1,qwen3_8b,1,step_max_token_argmax,0.6253179600319023,1,local,836,math-294
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,medium,4,qwen3_8b,4,step_max_token_argmax,-0.09114924364640081,6,local,539,math-308
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,0,qwen3_8b,0,step_max_token_argmax,0.44571781682690514,3,local,738,math-309
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,0,qwen3_8b,0,step_max_token_argmax,0.17276746712497681,8,local,816,math-311
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,2,qwen3_8b,2,step_max_token_argmax,0.6345234802196316,0,local,658,math-326
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,1,qwen3_8b,1,step_max_token_argmax,-0.05962904027287442,1,local,448,math-341
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,2,qwen3_8b,-1,step_max_token_argmax,-0.2895247283813291,2,local,497,math-35
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,medium,0,qwen3_8b,-1,step_max_token_argmax,-0.21227418733884273,0,local,414,math-353
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,3,qwen3_8b,3,step_max_token_argmax,0.18104803149977644,2,local,533,math-363
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,3,qwen3_8b,3,step_max_token_argmax,0.09430190237233603,2,local,578,math-386
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,3,qwen3_8b,3,step_max_token_argmax,-0.06802993103524377,3,local,1044,math-388
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,5,qwen3_8b,5,step_max_token_argmax,0.37432019428885593,6,local,1515,math-398
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,medium,3,qwen3_8b,3,step_max_token_argmax,-0.13685060015179895,3,local,559,math-408
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,0,qwen3_8b,0,step_max_token_argmax,-0.12930475046592693,3,local,640,math-422
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,medium,1,qwen3_8b,1,step_max_token_argmax,0.4795393050822012,0,local,505,math-426
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,short,1,qwen3_8b,-1,step_max_token_argmax,-0.5967738948224013,3,local,258,math-427
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,2,qwen3_8b,2,step_max_token_argmax,0.16832646324063263,0,local,587,math-434
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,medium,1,qwen3_8b,-1,step_max_token_argmax,-0.4219000195132451,2,local,363,math-437
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,math,medium,5,qwen3_8b,5,step_max_token_argmax,-0.17559340787867983,5,local,367,math-440
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,2,qwen3_8b,2,step_max_token_argmax,0.20603157842575406,4,local,1010,math-441
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q4,math,medium,2,qwen3_8b,2,step_max_token_argmax,0.03785713838478025,5,local,455,math-45
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,5,qwen3_8b,5,step_max_token_argmax,0.3215701712922876,4,local,1337,math-459
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,3,qwen3_8b,3,step_max_token_argmax,0.18312630479013428,3,local,973,math-46
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q3,math,long,2,qwen3_8b,2,step_max_token_argmax,0.14501626196357156,3,local,712,math-467
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,short,0,qwen3_8b,-1,step_max_token_argmax,-0.36033474597954424,0,local,260,math-473
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,short,1,qwen3_8b,1,step_max_token_argmax,0.2551531755611624,1,local,242,math-48
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,4,qwen3_8b,4,step_max_token_argmax,0.23737426680779294,3,local,542,math-482
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,3,qwen3_8b,-1,step_max_token_argmax,-0.24752501793111567,1,local,817,math-484
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,short,2,qwen3_8b,2,step_max_token_argmax,0.01180258539074315,1,local,314,math-490
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q1,math,long,4,qwen3_8b,4,step_max_token_argmax,0.10709002461364468,0,local,1091,math-492
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,medium,2,qwen3_8b,2,step_max_token_argmax,0.40590022018099037,2,local,451,math-496
A,answer_wrong_process_error,P0_S1_FAMILY6_STEP_MAX,q2,math,long,4,qwen3_8b,4,step_max_token_argmax,0.3652439650280114,3,local,835,math-499
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,math,short,0,qwen3_8b,-1,step_max_token_argmax,-0.2857180803891293,-1,local,250,math-500
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,math,medium,1,qwen3_8b,1,step_max_token_argmax,-0.02660567349471203,-1,local,469,math-504
A,answer_correct_process_clean,P0_S1_FAMILY6_STEP_MAX,clean,math,medium,0,qwen3_8b,-1,step_max_token_argmax,-0.33902877317236346,-1,local,379,math-507
