source_id,population_id,cell_id,slice_id,metric_id,value,ci_low,ci_high,n_rows,n_groups,notes
length::long::first_error_exact,current_common_eight_qwen_step_length,long,long,first_error_exact,0.4201801186226387,,,1476,1476,descriptive calibration-frozen true-error step-length stratum
length::long::first_error_within_one,current_common_eight_qwen_step_length,long,long,first_error_within_one,0.6253888768198199,,,1476,1476,descriptive calibration-frozen true-error step-length stratum
length::long::clean_abstention_accuracy,current_common_eight_qwen_step_length,long,long,clean_abstention_accuracy,0.5418250670522893,,,1476,1476,descriptive calibration-frozen true-error step-length stratum
flip::processbench_gsm8k_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,FLIP_GAIN,prediction_flip_count,9,,,9,9,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,FLIP_LATERAL,prediction_flip_count,37,,,37,37,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,FLIP_LOSS,prediction_flip_count,29,,,29,29,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,137,,,137,137,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,188,,,188,188,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,FLIP_GAIN,prediction_flip_count,8,,,8,8,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,FLIP_LATERAL,prediction_flip_count,37,,,37,37,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,FLIP_LOSS,prediction_flip_count,16,,,16,16,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,146,,,146,146,exact deterministic candidate-versus-top-ten transition count
flip::processbench_gsm8k_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_gsm8k_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,193,,,193,193,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_GAIN,prediction_flip_count,40,,,40,40,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LATERAL,prediction_flip_count,110,,,110,110,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,FLIP_LOSS,prediction_flip_count,59,,,59,59,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,309,,,309,309,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,482,,,482,482,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_GAIN,prediction_flip_count,34,,,34,34,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LATERAL,prediction_flip_count,107,,,107,107,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,FLIP_LOSS,prediction_flip_count,40,,,40,40,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,350,,,350,350,exact deterministic candidate-versus-top-ten transition count
flip::processbench_math_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_math_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,469,,,469,469,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_GAIN,prediction_flip_count,45,,,45,45,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LATERAL,prediction_flip_count,136,,,136,136,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,FLIP_LOSS,prediction_flip_count,58,,,58,58,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,276,,,276,276,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,485,,,485,485,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_GAIN,prediction_flip_count,44,,,44,44,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LATERAL,prediction_flip_count,120,,,120,120,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,FLIP_LOSS,prediction_flip_count,42,,,42,42,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,315,,,315,315,exact deterministic candidate-versus-top-ten transition count
flip::processbench_olympiadbench_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_olympiadbench_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,479,,,479,479,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_GAIN,prediction_flip_count,38,,,38,38,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LATERAL,prediction_flip_count,134,,,134,134,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,FLIP_LOSS,prediction_flip_count,58,,,58,58,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_CORRECT,prediction_flip_count,268,,,268,268,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_4b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_4b,NO_FLIP_INCORRECT,prediction_flip_count,502,,,502,502,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::FLIP_GAIN,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_GAIN,prediction_flip_count,33,,,33,33,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LATERAL,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LATERAL,prediction_flip_count,125,,,125,125,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::FLIP_LOSS,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,FLIP_LOSS,prediction_flip_count,52,,,52,52,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_CORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_CORRECT,prediction_flip_count,282,,,282,282,exact deterministic candidate-versus-top-ten transition count
flip::processbench_omnimath_qwen3_8b::NO_FLIP_INCORRECT,current_common_eight_qwen_prediction_flips,processbench_omnimath_qwen3_8b,NO_FLIP_INCORRECT,prediction_flip_count,508,,,508,508,exact deterministic candidate-versus-top-ten transition count
scatter::first_error_exact_delta,current_common_eight_qwen,aggregate,versus_atomic_top10,first_error_exact_delta,-0.021620298115891057,-0.034904442850114785,-0.008496693799361476,6800,3400,paired component delta versus atomic top-ten
scatter::clean_abstention_delta,current_common_eight_qwen,aggregate,versus_atomic_top10,clean_abstention_delta,-0.015260016652750119,-0.02432856787436479,-0.00631449420353928,6800,3400,paired component delta versus atomic top-ten
