calibration_hash,cell_id,ever_warning,family,first_warning_budget,fold,group_id,label,method_id,population_id,row_id,target,threshold
1e7392da087574b1649d8a36a8d11f1e1b72dfab27000311131ee27dae6fd108,processbench@e8024636bcab::llama31_8b::gsm8k,false,gsm8k,,3,processbench@e8024636bcab::gsm8k::gsm8k-193,1,unified28,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::gsm8k::f3b478b8f258f8bb,processbench@e8024636bcab::gsm8k::gsm8k-193,fpr_05,4.816067844210586
4b94f88062c9874bac86a81cbaec235cb3632bfc1b0a0faaae963ffea0dd0e23,processbench@e8024636bcab::llama31_8b::gsm8k,false,gsm8k,,3,processbench@e8024636bcab::gsm8k::gsm8k-193,1,unified28,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::gsm8k::f3b478b8f258f8bb,processbench@e8024636bcab::gsm8k::gsm8k-193,fpr_10,4.490850015423267
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-1,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-1,fpr_05,1.366123269312084
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-102,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-102,fpr_05,1.366123269312084
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-106,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-106,fpr_05,1.366123269312084
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-107,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-107,fpr_05,1.332375474369883
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-115,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-115,fpr_05,1.3444562017975843
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-116,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-116,fpr_05,1.3149993980332513
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-122,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-122,fpr_05,1.332375474369883
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-125,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-125,fpr_05,1.3149993980332513
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-127,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-127,fpr_05,1.3444562017975843
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-129,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-129,fpr_05,1.3444562017975843
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-138,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-138,fpr_05,1.366123269312084
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-139,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-139,fpr_05,1.3444562017975843
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-145,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-145,fpr_05,1.366123269312084
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-148,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-148,fpr_05,1.332375474369883
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-150,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-150,fpr_05,1.3444562017975843
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-151,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-151,fpr_05,1.332375474369883
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-157,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-157,fpr_05,1.366123269312084
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-16,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-16,fpr_05,1.3444562017975843
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-161,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-161,fpr_05,1.366123269312084
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-166,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-166,fpr_05,1.3444562017975843
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-167,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-167,fpr_05,1.366123269312084
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-173,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-173,fpr_05,1.332375474369883
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-174,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-174,fpr_05,1.366123269312084
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-175,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-175,fpr_05,1.3149993980332513
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-176,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-176,fpr_05,1.3149993980332513
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-177,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-177,fpr_05,1.366123269312084
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-178,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-178,fpr_05,1.366123269312084
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-179,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-179,fpr_05,1.366123269312084
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-180,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-180,fpr_05,1.3149993980332513
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-193,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-193,fpr_05,1.3149993980332513
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-195,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-195,fpr_05,1.3149993980332513
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-206,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-206,fpr_05,1.3149993980332513
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-220,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-220,fpr_05,1.332375474369883
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-221,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-221,fpr_05,1.366123269312084
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-235,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-235,fpr_05,1.366123269312084
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-24,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-24,fpr_05,1.3149993980332513
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-240,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-240,fpr_05,1.3149993980332513
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-242,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-242,fpr_05,1.366123269312084
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-243,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-243,fpr_05,1.3444562017975843
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-245,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-245,fpr_05,1.332375474369883
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-246,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-246,fpr_05,1.332375474369883
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,true,math,512,2,processbench@e8024636bcab::math::math-249,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-249,fpr_05,1.332375474369883
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-25,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-25,fpr_05,1.332375474369883
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-250,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-250,fpr_05,1.366123269312084
36579dba0d5b3ed39d9c3136c5828e051afccbc5a4789d66ca19594dfc79b9bb,processbench@e8024636bcab::llama31_8b::math,false,math,,1,processbench@e8024636bcab::math::math-253,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-253,fpr_05,1.3149993980332513
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-254,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-254,fpr_05,1.366123269312084
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-256,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-256,fpr_05,1.3444562017975843
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-26,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-26,fpr_05,1.366123269312084
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-264,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-264,fpr_05,1.366123269312084
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-275,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-275,fpr_05,1.366123269312084
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-279,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-279,fpr_05,1.366123269312084
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-28,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-28,fpr_05,1.366123269312084
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-280,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-280,fpr_05,1.3444562017975843
5f720b2893c07fa5c6ca728737d1600a08f4e78445af5bbdbc1c9942c7106c14,processbench@e8024636bcab::llama31_8b::math,false,math,,3,processbench@e8024636bcab::math::math-284,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-284,fpr_05,1.366123269312084
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-286,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-286,fpr_05,1.366123269312084
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,true,math,512,4,processbench@e8024636bcab::math::math-288,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-288,fpr_05,1.366123269312084
18524bb1f1bd6acfa350aaed89e58cb9a6a4c959aa80941d0628bedef968b992,processbench@e8024636bcab::llama31_8b::math,false,math,,4,processbench@e8024636bcab::math::math-29,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-29,fpr_05,1.366123269312084
18813b192104202673c9028b7f96141bc26c88d27cc7fa9aef5fca6e1f5b4338,processbench@e8024636bcab::llama31_8b::math,false,math,,2,processbench@e8024636bcab::math::math-293,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-293,fpr_05,1.332375474369883
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-294,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-294,fpr_05,1.3444562017975843
7977130d4be4c9494ee2da3a07c8b02fdccc26638c97684f7cb542ae14bcf61d,processbench@e8024636bcab::llama31_8b::math,false,math,,0,processbench@e8024636bcab::math::math-298,1,historical_deepconf_entropy_w64_proxy,prefix_historical_common_v1::processbench@e8024636bcab::llama31_8b::math::d8c9868f6437ab66,processbench@e8024636bcab::math::math-298,fpr_05,1.3444562017975843
