selector,variant,pool_mode,domain,cell,n,p_pool,chosen,size,auroc,eval_mode,pctile_within_size,rand_med,K,residual,fusion,flipped,fallback,seconds,seed,diag_json
a7_iter_consensus,a7.iter_consensus,c46,repgrid,math500_dsmath7b,300,30,trace_length|cusum_max|cusum_max_spilled|cusum_max_energy|topk_tail_mass,5,0.7984261064183092,live,nan,0.7550718359685221,2,5.079516124119141,lsml,True,False,0.28,0,"{""k_star"": 5, ""n_iter"": 3, ""final_residual"": 5.07951612411914}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,math500_qwenmath7b,300,28,epr|low_band_power|spectral_centroid,3,0.9047287018255576,live,nan,0.9019396551724139,2,1.9797660101303185,lsml,False,False,0.166,0,"{""k_star"": 3, ""n_iter"": 3, ""final_residual"": 1.9797660101303187}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,math500_r1distill8b,300,28,cusum_max|cusum_max_spilled|cusum_max_energy,3,0.8479134970658553,live,nan,0.7838241686589873,2,1.8312867183236716,lsml,False,False,0.168,0,"{""k_star"": 3, ""n_iter"": 2, ""final_residual"": 1.8312867183236718}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,math500_r1distill8b_mn4096,300,29,epr_spilled|mean_logprob_entropy|renyi_entropy_2,3,0.8193451963943768,live,nan,0.7819812246041755,2,2.1867194155744842,lsml,True,False,0.175,0,"{""k_star"": 3, ""n_iter"": 3, ""final_residual"": 2.186719415574484}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,noise_gsm8k_mistral7b,1319,29,sw_var_peak|cusum_max|cusum_max_spilled|topk_tail_mass,4,0.7697464926035436,live,nan,0.7598991120573507,2,1.8621802801079979,lsml,False,False,0.166,0,"{""k_star"": 4, ""n_iter"": 2, ""final_residual"": 1.8621802801079976}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,noise_gsm8k_phi3mini,1319,29,trace_length|spectral_centroid|sw_var_peak|cusum_max|cusum_max_spilled|topk_tail_mass,6,0.6501640222266855,live,nan,0.6529828055611345,3,3.179372947346694,lsml,True,False,0.24,0,"{""k_star"": 6, ""n_iter"": 2, ""final_residual"": 3.179372947346696}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,sciq_llama8b,198,30,epr|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,4,0.7338498347954883,live,nan,0.7110060385097412,2,5.495882876360042,lsml,False,False,0.17,0,"{""k_star"": 4, ""n_iter"": 3, ""final_residual"": 5.495882876360042}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,se_nq_open_llama8b,8460,27,epr|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2,5,0.7435973883044256,live,nan,0.7182636895164392,2,9.44913549824135,lsml,False,False,0.327,0,"{""k_star"": 5, ""n_iter"": 3, ""final_residual"": 9.44913549824135}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,se_squad_v2_llama8b,2933,27,epr|sw_var_peak|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,5,0.7467114148188334,live,nan,0.7765282859880184,2,9.06369458810365,lsml,False,False,0.256,0,"{""k_star"": 5, ""n_iter"": 3, ""final_residual"": 9.06369458810365}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,seiclr_triviaqa_opt30b,4993,28,epr|epr_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2,6,0.5738083465811838,live,nan,0.543493104183418,2,13.722866487320253,lsml,False,False,0.255,0,"{""k_star"": 6, ""n_iter"": 2, ""final_residual"": 13.722866487320251}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,semenergy_triviaqa_qwen3_8b,4392,27,epr|sw_var_peak|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,5,0.781042732229263,live,nan,0.7625445447766963,2,9.02513543670819,lsml,False,False,0.329,0,"{""k_star"": 5, ""n_iter"": 4, ""final_residual"": 9.02513543670819}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,spilled_triviaqa_llama8b,256,28,epr|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,4,0.8733333333333334,live,nan,0.907,2,5.4684959727265126,lsml,False,False,0.363,0,"{""k_star"": 4, ""n_iter"": 2, ""final_residual"": 5.468495972726512}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,trace_gsm8k_llama8b_k10,5000,29,epr|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,4,0.7849102437417654,live,nan,0.7815178277338604,2,5.45238361171017,lsml,False,False,0.425,0,"{""k_star"": 4, ""n_iter"": 3, ""final_residual"": 5.452383611710168}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,trace_math500_qwenmath15b_k10,3000,30,low_band_power|spectral_centroid|mean_logprob_entropy,3,0.6757601791365855,live,nan,0.6676655250049919,2,0.9656196256626488,lsml,False,False,0.364,0,"{""k_star"": 3, ""n_iter"": 2, ""final_residual"": 0.9656196256626495}"
a7_iter_consensus,a7.iter_consensus,c46,repgrid,truthfulqa_llama8b,7633,29,trace_length|spectral_entropy|sw_var_peak|cusum_max|cusum_max_spilled|cusum_max_energy,6,0.679880650999816,live,nan,0.6406580352627316,2,5.658709219113923,lsml,True,False,0.88,0,"{""k_star"": 6, ""n_iter"": 4, ""final_residual"": 5.658709219113922}"
