budget,calibration_hash,cell_id,continuous_score,discrete_prediction,family,fold,group_id,label,lane,locator,method_id,population_id,prediction_status,row_id,schema,source_artifact_hash,stratify_label
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,0,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,,eq6_qwen3_8b_precontract,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,667e1fd986b8bd5cf2c124128dc69946c70c85e8325d33426b57371d8544834c,1
final,fc96db9d122e98c676deebbb87e2a89fbc01d3a6a2c46338d232cff6732443c4,processbench@e8024636bcab::llama31_8b::gsm8k,1.3140051021042334,-1,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,1,family6_level_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,a51f34002a659b4498244c50c5731af99d40b3b1143b882ba293732ff64138e2,processbench@e8024636bcab::llama31_8b::gsm8k,-0.287329935321006,1,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,1,gl_liu_v1_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,8afba15287dca71a40eeee63978f61f3cdbc275074b3f6c6842dbc45c4232e49,processbench@e8024636bcab::llama31_8b::gsm8k,2.147522449493408,-1,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,1,max_entropy_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,cdb1c5c2805852ae65afa4544317a367b25d36e6dd8e01e3fcba146d086ef1fe,processbench@e8024636bcab::llama31_8b::gsm8k,0.4903526673024053,-1,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,2,mind_the_gap_common_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,1,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,,prm_qwen25_math_7b,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,8b0ef348e0a31e36b0513cc4415e1f4cd7e51e4b91826c9990801719d8a0f35b,1
final,ca54493def8559016796d88ad4e20b20993c48298650a714ab852e02748884ff,processbench@e8024636bcab::llama31_8b::gsm8k,0.09509507799836965,-1,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,1,unified28,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,0c2917cbfe827cefa616eb8d161e0583674c5498e0b7a14cdebb10c7dda73dc8,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,-1,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-1,1,localization,,uprm_eq6_qwen25_14b_control,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-1,comparison_record_v1,44a1f169ca10dc5df82065462b721df20029f415daa6a0e9a9fde4fb9cba1d81,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,,critic_qwen25_72b_single_greedy,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,74591574e68645dcd9e75832fa1d7c6241179500da473b37e98e2932af748a69,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,,eq6_qwen3_8b_precontract,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,667e1fd986b8bd5cf2c124128dc69946c70c85e8325d33426b57371d8544834c,1
final,5259efd406177fd6a3cbb57f4f601df71e29d2fc0b0e688cc798613019ff6e1d,processbench@e8024636bcab::llama31_8b::gsm8k,1.6437615912289731,1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,1,family6_level_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,57e49f4f34dd64cc43ea8861cd0dd84af073a36028e9f01621204310f64f9d3f,processbench@e8024636bcab::llama31_8b::gsm8k,-0.624844641621846,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,1,gl_liu_v1_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,8dce6f3c9a68932746ebbe43265bc0defc5bf6bb92a9e2fa0f9d39e7551fe525,processbench@e8024636bcab::llama31_8b::gsm8k,2.297926425933838,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,1,max_entropy_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,08f0e3a9877ca22b942831496950af86d58d004a26d03d54f9c984b9c1c08b8c,processbench@e8024636bcab::llama31_8b::gsm8k,0.514078058776029,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,0,mind_the_gap_common_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,,prm_qwen25_math_7b,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,8b0ef348e0a31e36b0513cc4415e1f4cd7e51e4b91826c9990801719d8a0f35b,1
final,f19f0f4e8f2024adfc00a6aa3978adc09299fb77be2ffb3de8ebb071ba915a2e,processbench@e8024636bcab::llama31_8b::gsm8k,0.5143634376754522,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,1,unified28,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,0c2917cbfe827cefa616eb8d161e0583674c5498e0b7a14cdebb10c7dda73dc8,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-2,1,localization,,uprm_eq6_qwen25_14b_control,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-2,comparison_record_v1,44a1f169ca10dc5df82065462b721df20029f415daa6a0e9a9fde4fb9cba1d81,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,,critic_qwen25_72b_single_greedy,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,74591574e68645dcd9e75832fa1d7c6241179500da473b37e98e2932af748a69,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,0,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,,eq6_qwen3_8b_precontract,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,667e1fd986b8bd5cf2c124128dc69946c70c85e8325d33426b57371d8544834c,1
final,b97fc58e9ccb89ea2dc683ce13525d81dd949d5c6b04cb3e7c5f094bc29c2157,processbench@e8024636bcab::llama31_8b::gsm8k,1.346464818048408,-1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,1,family6_level_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,b4a2727583c70884b72403705f1c3d48314bfa0ba267fca073288263c0b53f02,processbench@e8024636bcab::llama31_8b::gsm8k,-0.05454974329514578,1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,1,gl_liu_v1_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,87ad4b9ae119b7a3ed3218e1555e2be7f8592bcb29f66f49bb35208c9b6f5ee3,processbench@e8024636bcab::llama31_8b::gsm8k,1.9608594179153442,-1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,1,max_entropy_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,707992ce5a2767307571908f9c87693cded2e45276a22086c401d6a8d7a090bf,processbench@e8024636bcab::llama31_8b::gsm8k,0.4727997806510767,-1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,3,mind_the_gap_common_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,,prm_qwen25_math_7b,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,8b0ef348e0a31e36b0513cc4415e1f4cd7e51e4b91826c9990801719d8a0f35b,1
final,baf9e77c2db3e827e86255eee8704a64b5b4f8fb41bc09f75ca8c6f2a44aa358,processbench@e8024636bcab::llama31_8b::gsm8k,2.105669914081544,0,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,0,unified28,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,0c2917cbfe827cefa616eb8d161e0583674c5498e0b7a14cdebb10c7dda73dc8,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,-1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-3,2,localization,,uprm_eq6_qwen25_14b_control,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-3,comparison_record_v1,44a1f169ca10dc5df82065462b721df20029f415daa6a0e9a9fde4fb9cba1d81,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,,critic_qwen25_72b_single_greedy,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,74591574e68645dcd9e75832fa1d7c6241179500da473b37e98e2932af748a69,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,0,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,,eq6_qwen3_8b_precontract,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,667e1fd986b8bd5cf2c124128dc69946c70c85e8325d33426b57371d8544834c,1
final,b97fc58e9ccb89ea2dc683ce13525d81dd949d5c6b04cb3e7c5f094bc29c2157,processbench@e8024636bcab::llama31_8b::gsm8k,1.7358304401785598,2,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,2,family6_level_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,b4a2727583c70884b72403705f1c3d48314bfa0ba267fca073288263c0b53f02,processbench@e8024636bcab::llama31_8b::gsm8k,1.2483986150575928,2,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,2,gl_liu_v1_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,87ad4b9ae119b7a3ed3218e1555e2be7f8592bcb29f66f49bb35208c9b6f5ee3,processbench@e8024636bcab::llama31_8b::gsm8k,2.2794699668884277,-1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,2,max_entropy_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,707992ce5a2767307571908f9c87693cded2e45276a22086c401d6a8d7a090bf,processbench@e8024636bcab::llama31_8b::gsm8k,0.5175795933969791,-1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,2,mind_the_gap_common_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,,prm_qwen25_math_7b,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,8b0ef348e0a31e36b0513cc4415e1f4cd7e51e4b91826c9990801719d8a0f35b,1
final,baf9e77c2db3e827e86255eee8704a64b5b4f8fb41bc09f75ca8c6f2a44aa358,processbench@e8024636bcab::llama31_8b::gsm8k,2.534351232997789,2,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,2,unified28,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,0c2917cbfe827cefa616eb8d161e0583674c5498e0b7a14cdebb10c7dda73dc8,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,-1,gsm8k,1,processbench@e8024636bcab::gsm8k::gsm8k-4,2,localization,,uprm_eq6_qwen25_14b_control,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-4,comparison_record_v1,44a1f169ca10dc5df82065462b721df20029f415daa6a0e9a9fde4fb9cba1d81,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,,critic_qwen25_72b_single_greedy,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,74591574e68645dcd9e75832fa1d7c6241179500da473b37e98e2932af748a69,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,0,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,,eq6_qwen3_8b_precontract,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,667e1fd986b8bd5cf2c124128dc69946c70c85e8325d33426b57371d8544834c,1
final,5259efd406177fd6a3cbb57f4f601df71e29d2fc0b0e688cc798613019ff6e1d,processbench@e8024636bcab::llama31_8b::gsm8k,1.0568092628673087,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,0,family6_level_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,57e49f4f34dd64cc43ea8861cd0dd84af073a36028e9f01621204310f64f9d3f,processbench@e8024636bcab::llama31_8b::gsm8k,-1.0737038461471768,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,1,gl_liu_v1_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,8dce6f3c9a68932746ebbe43265bc0defc5bf6bb92a9e2fa0f9d39e7551fe525,processbench@e8024636bcab::llama31_8b::gsm8k,1.8257477283477783,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,0,max_entropy_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,08f0e3a9877ca22b942831496950af86d58d004a26d03d54f9c984b9c1c08b8c,processbench@e8024636bcab::llama31_8b::gsm8k,0.48556596664550555,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,2,mind_the_gap_common_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,,prm_qwen25_math_7b,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,8b0ef348e0a31e36b0513cc4415e1f4cd7e51e4b91826c9990801719d8a0f35b,1
final,f19f0f4e8f2024adfc00a6aa3978adc09299fb77be2ffb3de8ebb071ba915a2e,processbench@e8024636bcab::llama31_8b::gsm8k,0.5298250932081111,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,0,unified28,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,0c2917cbfe827cefa616eb8d161e0583674c5498e0b7a14cdebb10c7dda73dc8,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,-1,gsm8k,4,processbench@e8024636bcab::gsm8k::gsm8k-5,2,localization,,uprm_eq6_qwen25_14b_control,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-5,comparison_record_v1,44a1f169ca10dc5df82065462b721df20029f415daa6a0e9a9fde4fb9cba1d81,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,,critic_qwen25_72b_single_greedy,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,74591574e68645dcd9e75832fa1d7c6241179500da473b37e98e2932af748a69,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,0,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,,eq6_qwen3_8b_precontract,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,667e1fd986b8bd5cf2c124128dc69946c70c85e8325d33426b57371d8544834c,1
final,fc96db9d122e98c676deebbb87e2a89fbc01d3a6a2c46338d232cff6732443c4,processbench@e8024636bcab::llama31_8b::gsm8k,2.0709292011590468,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,2,family6_level_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,a51f34002a659b4498244c50c5731af99d40b3b1143b882ba293732ff64138e2,processbench@e8024636bcab::llama31_8b::gsm8k,2.9420877561607437,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,2,gl_liu_v1_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,8afba15287dca71a40eeee63978f61f3cdbc275074b3f6c6842dbc45c4232e49,processbench@e8024636bcab::llama31_8b::gsm8k,2.4753830432891846,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,2,max_entropy_step_top5mean,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,cdb1c5c2805852ae65afa4544317a367b25d36e6dd8e01e3fcba146d086ef1fe,processbench@e8024636bcab::llama31_8b::gsm8k,0.5641505800212135,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,2,mind_the_gap_common_replay,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,6749d1b846e29288e46536f9d9d8e63715b447576950d8e2131fe3420a16cead,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,,prm_qwen25_math_7b,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,8b0ef348e0a31e36b0513cc4415e1f4cd7e51e4b91826c9990801719d8a0f35b,1
final,ca54493def8559016796d88ad4e20b20993c48298650a714ab852e02748884ff,processbench@e8024636bcab::llama31_8b::gsm8k,3.7080251799885797,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,2,unified28,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,0c2917cbfe827cefa616eb8d161e0583674c5498e0b7a14cdebb10c7dda73dc8,1
final,,processbench@e8024636bcab::llama31_8b::gsm8k,,2,gsm8k,2,processbench@e8024636bcab::gsm8k::gsm8k-6,2,localization,,uprm_eq6_qwen25_14b_control,processbench@e8024636bcab::llama31_8b::localization,parsed,processbench@e8024636bcab::gsm8k::gsm8k-6,comparison_record_v1,44a1f169ca10dc5df82065462b721df20029f415daa6a0e9a9fde4fb9cba1d81,1
